prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,raw_model_probability,model_probability,market_probability,market_prob,market_over_odds,market_under_odds,edge,confidence,confidence_tier,adjustments,adjustment_notes,avg_5,avg_10,avg_15,trend,recent_std,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_questionable_count,team_probable_count,team_out_detail,team_questionable_detail,team_probable_detail,usage_expectation,expected_usage_factor,expected_usage_notes,pick,odds,market_vig,edge_threshold,confidence_threshold,risk_factor,volatility_factor,volatility_ratio,odds_min,odds_max,odds_confidence_min,odds_confidence_max,confidence_cap_outside_band,reason,calibration_source,calibration_slope,calibration_intercept,injury_status,injury_source,injury_detail,odds_fetched_at,odds_source,game,actual,result
caf164737a209e3b:rebounds:7.5:over,caf164737a209e3b,Andre Drummond,rebounds,over,7.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,PHI,CHI,False,4,False,12.15,0.8199,0.855,0.8199,0.5631,0.5631,-148,116,0.2231,0.4895,LOW,"{'minutes_trend': 1.0385, 'usage_trend': 1.002, 'team_usage': 1.035, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, high variance, market divergence",11.4,8.8,9.866666666666667,UP,4.391911757866827,0.7,0.7333333333333333,6,2,1,0,Kelly Oubre Jr. (Injury/Illness - Left Knee; Sprain); Trendon Watford (Injury/Illness - Left Adductor; Strain),Joel Embiid (Injury/Illness - Right Knee; Injury Management),,Teammates OUT: 2; Teammates Q: 1,1.0,,OVER,-148,0.0597,0.0328,0.384,0.95,1.15,0.5856,,,-120,120,0.65,,rebounds,0.8,0.135897,,,,1766793284.2503738,odds_api,PHI @ CHI,4,LOSS
f2e1a88bd41f4a6b:rebounds:2.5:under,f2e1a88bd41f4a6b,Trae Young,rebounds,under,2.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,4,False,1.52,0.7717,0.7947,0.7717,0.5,0.5,-113,-113,0.2412,0.4499,LOW,"{'minutes_trend': 0.8741, 'usage_trend': 1.0508, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance, market divergence",1.4,1.625,1.625,FLAT,1.1877349391654208,0.75,0.75,4,6,0,0,N'Faly Dante (Injury/Illness - Right Knee; Torn ACL); Nikola Djurisic (G League - On Assignment); Caleb Houstan (G League - Two-Way); Eli John Ndiaye (G League - Two-Way); Kristaps Porzingis (Injury/Illness - N/A; Illness); Malik Williams (G League - Two-Way),,,Usage up; Teammates OUT: 6,1.0,,UNDER,-113,0.061,0.0328,0.384,0.95,1.15,0.4751,,,-120,120,0.65,,rebounds,0.8,0.135897,,,,1766793284.2503738,odds_api,MIA @ ATL,2,WIN
3b09314818626f62:pra:26.5:over,3b09314818626f62,Anthony Black,pra,over,26.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,ORL,CHA,True,4,False,32.29,0.7596,0.8618,0.7596,0.5,0.5,-113,-113,0.2291,0.4672,LOW,"{'minutes_trend': 1.1079, 'usage_trend': 1.01, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, market divergence",29.0,27.4,26.066666666666666,UP,5.316640543300503,0.7,0.5333333333333333,4,5,0,0,Colin Castleton (G League - Two-Way da); Jalen Suggs (Injury/Illness - Left Hip; Contusion); Franz Wagner (Injury/Illness - Left High Ankle; Sprain); Moritz Wagner (Injury/Illness - Left Knee; Injury recovery); Goga Bitadze (Injury/Illness - Left Knee; Strain),,,Teammates OUT: 5,1.0,,OVER,-113,0.061,0.0315,0.372,1.05,1.0,0.2006,,,-120,120,0.65,,pra,0.8,0.070127,,,,1766793284.2503738,odds_api,CHA @ ORL,31,WIN
62f552904dd61737:assists:4.5:over,62f552904dd61737,Kyshawn George,assists,over,4.5,2452dd9a484d893bca40a2059218e2e3,WAS,TOR,2025-12-27T00:10:00Z,WAS,TOR,True,4,False,6.86,0.8157,0.8459,0.8157,0.5631,0.5631,-148,116,0.219,0.4831,LOW,"{'minutes_trend': 1.0714, 'usage_trend': 0.9602, 'team_usage': 1.045, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, high variance, market divergence",7.2,5.7,5.6,UP,2.3118054512532935,0.8,0.7333333333333333,5,3,0,0,Cam Whitmore (Injury/Illness - Right Shoulder; Deep Vein Thrombosis); Corey Kispert (Injury/Illness - Left Hamstring; Tightness); Sharife Cooper (G League - Two-Way),,,Teammates OUT: 3,1.0,,OVER,-148,0.0597,0.0345,0.396,1.0,1.15,0.5137,,,-120,120,0.65,,assists,0.8,0.139023,,,,1766793284.2503738,odds_api,TOR @ WAS,3,LOSS
e300be223d9124fe:points:4.5:over,e300be223d9124fe,Sion James,points,over,4.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,CHA,ORL,False,4,False,9.37,0.7803,0.9043,0.7803,0.5042,0.5042,-115,-111,0.2454,0.4289,LOW,"{'minutes_trend': 0.9867, 'usage_trend': 1.15, 'team_usage': 1.08, 'rest': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, high variance, market divergence",7.8,7.9,6.933333333333334,UP,3.725288952252936,0.9,0.7333333333333333,7,6,0,0,Grant Williams (Injury/Illness - Right Knee; Surgery); Antonio Reeves (G League - Two-Way); KJ Simpson (G League - Two-Way); Ryan Kalkbrenner (Injury/Illness - Left Elbow; Sprain); Liam McNeeley (G League - On Assignment); Mason Plumlee (Injury/Illness - Right Groin; Strain),,,Usage up; Teammates OUT: 6,1.0,,OVER,-115,0.061,0.0345,0.396,1.0,1.15,0.8278,,,-120,120,0.65,,points,0.8,0.056859,,,,1766793284.2503738,odds_api,CHA @ ORL,0,LOSS
86c3c54ce38bd221:pra:15.5:over,86c3c54ce38bd221,Khris Middleton,pra,over,15.5,2452dd9a484d893bca40a2059218e2e3,WAS,TOR,2025-12-27T00:10:00Z,WAS,TOR,True,4,False,23.18,0.7764,0.8828,0.7764,0.5188,0.5188,-122,-104,0.2268,0.4577,LOW,"{'minutes_trend': 1.0027, 'usage_trend': 1.15, 'team_usage': 1.045, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, high variance, market divergence",20.2,19.2,17.266666666666666,UP,6.460134157533676,0.7,0.5333333333333333,1,3,0,0,Cam Whitmore (Injury/Illness - Right Shoulder; Deep Vein Thrombosis); Corey Kispert (Injury/Illness - Left Hamstring; Tightness); Sharife Cooper (G League - Two-Way),,,Usage up; Teammates OUT: 3,1.0,,OVER,-122,0.0594,0.0362,0.408,1.05,1.15,0.4168,,,-120,120,0.65,,pra,0.8,0.070127,,,,1766793284.2503738,odds_api,TOR @ WAS,13,LOSS
4caf9e680e33cf8c:rebounds:5.5:over,4caf9e680e33cf8c,Isaiah Stewart II,rebounds,over,5.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,DET,UTA,False,4,False,8.54,0.7891,0.8164,0.7891,0.5239,0.5239,-125,-102,0.2335,0.4422,LOW,"{'minutes_trend': 1.0593, 'usage_trend': 1.1307, 'team_usage': 1.065, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, high variance, market divergence",6.6,5.5,5.666666666666667,UP,3.3747427885527643,0.4,0.4666666666666667,-2,4,1,0,Tolu Smith (G League - Two-Way); Wendell Moore Jr. (G League - Two-Way); Bobi Klintman (G League - On Assignment); Isaac Jones (G League - On Assignment),Ronald Holland II (Injury/Illness - Left Knee; Sprain),,Usage up; Teammates OUT: 4; Teammates Q: 1,1.0,,OVER,-125,0.0605,0.0328,0.384,0.95,1.15,0.6136,,,-120,120,0.65,,rebounds,0.8,0.135897,,,,1766793284.2503738,odds_api,DET @ UTA,4,LOSS
4e45d282ab40fb92:points:12.5:over,4e45d282ab40fb92,Cam Spencer,points,over,12.5,5b9deb3a7a25c3efea6e5baf9123366f,MEM,MIL,2025-12-27T01:10:00Z,MEM,MIL,True,4,False,18.99,0.7702,0.8916,0.7702,0.5104,0.5104,-118,-108,0.2289,0.4474,LOW,"{'minutes_trend': 1.15, 'usage_trend': 0.9092, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, high variance, market divergence",18.2,16.7,15.666666666666666,UP,5.250396810400779,0.7,0.6666666666666666,-1,6,0,0,Ty Jerome (Injury/Illness - Right Calf; Strain); John Konchar (Injury/Illness - Left Thumb; UCL Surgery Recovery); Scotty Pippen Jr. (Injury/Illness - Left Great Toe; Surgery Recovery); Vince Williams Jr. (Injury/Illness - Left Patellar; Tendinitis); Zach Edey (Injury/Illness - Left Ankle; Stress Reaction); Brandon Clarke (Injury/Illness - Right Calf; Strain),,,Usage down; Teammates OUT: 6,1.0,,OVER,-118,0.0605,0.0345,0.396,1.0,1.15,0.42,,,-120,120,0.65,,points,0.8,0.056859,,,,1766793284.2503738,odds_api,MIL @ MEM,19,WIN
6528127ba219e939:pra:33.5:over,6528127ba219e939,Lauri Markkanen,pra,over,33.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,UTA,DET,True,5,False,41.93,0.751,0.8511,0.751,0.5,0.5,-113,-113,0.2205,0.4518,LOW,"{'minutes_trend': 0.9756, 'usage_trend': 1.0422, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, fast pace, market divergence",39.0,35.2,37.53333333333333,UP,8.093893445747302,0.6,0.6666666666666666,3,4,0,0,John Tonje (G League - Two-Way); Georges Niang (Injury/Illness - Left Foot; fourth metatarsal stress reaction); Walker Kessler (Injury/Illness - Left Shoulder; Injury Recovery); Elijah Harkless (G League - Two-Way),,,Teammates OUT: 4,1.0,,OVER,-113,0.061,0.0315,0.372,1.05,1.0,0.2416,,,-120,120,0.65,,pra,0.8,0.070127,,,,1766793284.2503738,odds_api,DET @ UTA,38,WIN
eebbd3f8dcedbe8e:assists:6.5:over,eebbd3f8dcedbe8e,Keyonte George,assists,over,6.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,UTA,DET,True,4,False,7.84,0.7109,0.7148,0.7109,0.425,0.425,122,-156,0.2604,0.3796,LOW,"{'minutes_trend': 1.1176, 'usage_trend': 0.955, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, fast pace, market divergence",6.8,6.7,6.533333333333333,FLAT,2.359378449224852,0.6,0.6,-1,4,0,0,John Tonje (G League - Two-Way); Georges Niang (Injury/Illness - Left Foot; fourth metatarsal stress reaction); Walker Kessler (Injury/Illness - Left Shoulder; Injury Recovery); Elijah Harkless (G League - Two-Way),,,Teammates OUT: 4,1.0,,OVER,122,0.0598,0.0324,0.3792,1.0,1.08,0.363,,,-120,120,0.65,,assists,0.8,0.139023,,,,1766793284.2503738,odds_api,DET @ UTA,8,WIN
d3db177138d369cc:pra:23.5:over,d3db177138d369cc,Kyle Kuzma,pra,over,23.5,5b9deb3a7a25c3efea6e5baf9123366f,MEM,MIL,2025-12-27T01:10:00Z,MIL,MEM,False,4,False,32.07,0.7581,0.8599,0.7581,0.5146,0.5146,-120,-106,0.2126,0.4645,LOW,"{'minutes_trend': 1.1369, 'usage_trend': 1.0955, 'team_usage': 1.06, 'rest': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, market divergence",26.0,21.4,21.333333333333332,UP,7.933053216343208,0.4,0.4,2,4,0,0,Gary Trent Jr. (Injury/Illness - Left Calf; Contusion); Alex Antetokounmpo (G League - Two-Way); Giannis Antetokounmpo (Injury/Illness - Right Calf; Strain); Taurean Prince (Injury/Illness - Neck; Surgery),,,Usage up; Teammates OUT: 4,1.0,,OVER,-120,0.06,0.034,0.3912,1.05,1.08,0.3376,,,-120,120,0.65,,pra,0.8,0.070127,,,,1766793284.2503738,odds_api,MIL @ MEM,25,WIN
b0cd7d8d9d34eeb6:rebounds:8.5:over,b0cd7d8d9d34eeb6,Jusuf Nurkic,rebounds,over,8.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,UTA,DET,True,5,False,11.74,0.7942,0.8229,0.7942,0.5595,0.5595,-146,114,0.2007,0.4872,LOW,"{'minutes_trend': 1.0277, 'usage_trend': 1.0125, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, fast pace, high variance, market divergence",11.0,9.6,10.0,UP,3.5023801430836525,0.5,0.6666666666666666,1,4,0,0,John Tonje (G League - Two-Way); Georges Niang (Injury/Illness - Left Foot; fourth metatarsal stress reaction); Walker Kessler (Injury/Illness - Left Shoulder; Injury Recovery); Elijah Harkless (G League - Two-Way),,,Teammates OUT: 4,1.0,,OVER,-146,0.0608,0.0328,0.384,0.95,1.15,0.412,,,-120,120,0.65,,rebounds,0.8,0.135897,,,,1766793284.2503738,odds_api,DET @ UTA,11,WIN
8e899df2ab8672fc:points:25.5:over,8e899df2ab8672fc,Deni Avdija,points,over,25.5,d634cf294ef9b80b7fabb5ab9f52173d,POR,LAC,2025-12-27T03:10:00Z,POR,LAC,True,4,False,32.64,0.7434,0.8581,0.7434,0.4958,0.4958,-111,-115,0.2173,0.4381,LOW,"{'minutes_trend': 1.067, 'usage_trend': 1.0245, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, fast pace, market divergence",25.6,24.8,25.0,UP,6.663332499583073,0.4,0.4666666666666667,-3,7,0,2,Scoot Henderson (Injury/Illness - Left Hamstring; Tear); Jerami Grant (Injury/Illness - Left Achilles; Tendonitis); Javonte Cooke (G League - Two-Way); Jrue Holiday (Injury/Illness - Right Calf; Strain); Damian Lillard (Injury/Illness - Left Achilles Tendon; Injury Management); Matisse Thybulle (Injury/Illness - Left Thumb; Ligament Tear); Blake Wesley (Injury/Illness - Right Foot; Fracture),,Kris Murray (Injury/Illness - Right Cervical; Soreness); Robert Williams III (Injury/Illness - Left Knee; Injury Management),Teammates OUT: 7,1.0,,OVER,-111,0.061,0.03,0.36,1.0,1.0,0.2613,,,-120,120,0.65,,points,0.8,0.056859,,,,1766793284.2503738,odds_api,LAC @ POR,29,WIN
f7e3bcaa6e1c141c:rebounds:4.5:over,f7e3bcaa6e1c141c,Toumani Camara,rebounds,over,4.5,d634cf294ef9b80b7fabb5ab9f52173d,POR,LAC,2025-12-27T03:10:00Z,POR,LAC,True,4,False,6.4,0.7968,0.8262,0.7968,0.575,0.575,-156,122,0.1875,0.4915,LOW,"{'minutes_trend': 1.0311, 'usage_trend': 1.0428, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, fast pace, high variance, market divergence",5.0,4.9,5.466666666666667,FLAT,2.024845673131659,0.6,0.7333333333333333,1,7,0,2,Scoot Henderson (Injury/Illness - Left Hamstring; Tear); Jerami Grant (Injury/Illness - Left Achilles; Tendonitis); Javonte Cooke (G League - Two-Way); Jrue Holiday (Injury/Illness - Right Calf; Strain); Damian Lillard (Injury/Illness - Left Achilles Tendon; Injury Management); Matisse Thybulle (Injury/Illness - Left Thumb; Ligament Tear); Blake Wesley (Injury/Illness - Right Foot; Fracture),,Kris Murray (Injury/Illness - Right Cervical; Soreness); Robert Williams III (Injury/Illness - Left Knee; Injury Management),Teammates OUT: 7,1.0,,OVER,-156,0.0598,0.0328,0.384,0.95,1.15,0.45,,,-120,120,0.65,,rebounds,0.8,0.135897,,,,1766793284.2503738,odds_api,LAC @ POR,3,LOSS
00417796df3a3a94:pra:18.5:over,00417796df3a3a94,Jaylen Wells,pra,over,18.5,5b9deb3a7a25c3efea6e5baf9123366f,MEM,MIL,2025-12-27T01:10:00Z,MEM,MIL,True,4,False,23.09,0.7377,0.8345,0.7377,0.4958,0.4958,-111,-115,0.2116,0.4279,LOW,"{'minutes_trend': 1.0608, 'usage_trend': 1.0624, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, market divergence",18.0,20.1,21.0,DOWN,4.724639903973871,0.7,0.6666666666666666,-3,6,0,0,Ty Jerome (Injury/Illness - Right Calf; Strain); John Konchar (Injury/Illness - Left Thumb; UCL Surgery Recovery); Scotty Pippen Jr. (Injury/Illness - Left Great Toe; Surgery Recovery); Vince Williams Jr. (Injury/Illness - Left Patellar; Tendinitis); Zach Edey (Injury/Illness - Left Ankle; Stress Reaction); Brandon Clarke (Injury/Illness - Right Calf; Strain),,,Usage up; Teammates OUT: 6,1.0,,OVER,-111,0.061,0.0315,0.372,1.05,1.0,0.2554,,,-120,120,0.65,,pra,0.8,0.070127,,,,1766793284.2503738,odds_api,MIL @ MEM,19,WIN
659af3acc1931730:points:9.5:under,659af3acc1931730,Pelle Larsson,points,under,9.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,MIA,ATL,False,18,False,4.56,0.748,0.8639,0.748,0.5042,0.5042,-111,-115,0.2131,0.4107,LOW,"{'minutes_trend': 0.85, 'usage_trend': 0.85, 'team_usage': 1.075, 'rest': 1.02, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, fast pace, high variance, market divergence",3.6,6.7,8.6,DOWN,4.498147766951785,0.8,0.6,8,5,0,0,Bam Adebayo (Injury/Illness - Lower Back; Soreness); Vladislav Goldin (G League - Two-Way); Tyler Herro (Injury/Illness - Right Big Toe; Contusion); Terry Rozier (Not With Team); Jahmir Young (G League - Two-Way),,,Usage down; Teammates OUT: 5; Player status: AVAILABLE,1.0,,UNDER,-115,0.061,0.0345,0.396,1.0,1.15,0.4735,,,-120,120,0.65,,points,0.8,0.056859,AVAILABLE,NBA Official Report,Injury/Illness - Left Ankle; Sprain,1766793284.2503738,odds_api,MIA @ ATL,21,LOSS
7e17dfaa4418e311:rebounds:5.5:over,7e17dfaa4418e311,Saddiq Bey,rebounds,over,5.5,5e1430770a9b7fe84382e690d0a936c3,NOP,PHX,2025-12-27T01:00:00Z,NOP,PHX,True,4,False,6.55,0.7245,0.7357,0.7245,0.4812,0.4812,-104,-122,0.2147,0.404,LOW,"{'minutes_trend': 0.9136, 'usage_trend': 1.0939, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, market divergence",6.0,6.1,7.533333333333333,DOWN,1.6633299933166201,0.7,0.8,-1,4,0,0,Trey Alexander (G League - Two-Way); Hunter Dickinson (G League - Two-Way); Herbert Jones (Injury/Illness - Right Ankle; Sprain); Dejounte Murray (Injury/Illness - Right Achilles; Rupture),,,Usage up; Teammates OUT: 4,1.0,,OVER,-104,0.0594,0.0308,0.3672,0.95,1.08,0.3024,,,-120,120,0.65,,rebounds,0.8,0.135897,,,,1766793284.2503738,odds_api,PHX @ NOP,4,LOSS
659af3acc1931730:pra:15.5:under,659af3acc1931730,Pelle Larsson,pra,under,15.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,MIA,ATL,False,18,False,7.75,0.7519,0.8522,0.7519,0.5146,0.5146,-106,-120,0.2064,0.4171,LOW,"{'minutes_trend': 0.85, 'usage_trend': 0.85, 'team_usage': 1.075, 'rest': 1.02, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, fast pace, high variance, market divergence",6.4,12.6,14.8,DOWN,7.411702458499891,0.6,0.4666666666666667,6,5,0,0,Bam Adebayo (Injury/Illness - Lower Back; Soreness); Vladislav Goldin (G League - Two-Way); Tyler Herro (Injury/Illness - Right Big Toe; Contusion); Terry Rozier (Not With Team); Jahmir Young (G League - Two-Way),,,Usage down; Teammates OUT: 5; Player status: AVAILABLE,1.0,,UNDER,-120,0.06,0.0362,0.408,1.05,1.15,0.4782,,,-120,120,0.65,,pra,0.8,0.070127,AVAILABLE,NBA Official Report,Injury/Illness - Left Ankle; Sprain,1766793284.2503738,odds_api,MIA @ ATL,32,LOSS
