prop_id,player_id,player_name,prop_type,side,line,projection,probability,edge,confidence,pick,odds,injury_status,injury_source,injury_detail
0fcc97fb82556cb2:rebounds:6.5:under,0fcc97fb82556cb2,Jaylon Tyson,rebounds,under,6.5,6.5,0.5,-0.1094,0.2,PASS,-156,,,
d6fa084d1a037f96:rebounds:4.5:over,d6fa084d1a037f96,De'Andre Hunter,rebounds,over,4.5,3.99,0.3057,-0.1291,0.3885,PASS,130,,,
d6fa084d1a037f96:rebounds:4.5:under,d6fa084d1a037f96,De'Andre Hunter,rebounds,under,4.5,3.99,0.6943,0.066,0.3885,PASS,-169,,,
9ea8ae204f976e4e:threes:2.5:over,9ea8ae204f976e4e,Sam Merrill,threes,over,2.5,2.5,0.5,0.1124,0.15,PASS,158,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
9ea8ae204f976e4e:threes:2.5:under,9ea8ae204f976e4e,Sam Merrill,threes,under,2.5,2.5,0.5,-0.1753,0.15,PASS,-208,PROBABLE,NBA Official Report,Injury/Illness - Right Hand; Sprain
2a4f649870db0148:threes:2.5:over,2a4f649870db0148,Miles Bridges,threes,over,2.5,2.5,0.5,0.1032,0.2,PASS,152,,,
2a4f649870db0148:threes:2.5:under,2a4f649870db0148,Miles Bridges,threes,under,2.5,2.5,0.5,-0.1667,0.2,PASS,-200,,,
220e544c0e1716ed:points:29.5:over,220e544c0e1716ed,Donovan Mitchell,points,over,29.5,30.77,0.5657,0.0062,0.15,PASS,-127,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
220e544c0e1716ed:points:29.5:under,220e544c0e1716ed,Donovan Mitchell,points,under,29.5,30.77,0.4343,-0.0802,0.15,PASS,-106,PROBABLE,NBA Official Report,Injury/Illness - Illness; Illness
54ada52701661023:assists:6.5:over,54ada52701661023,Andrew Nembhard,assists,over,6.5,6.64,0.5336,0.0434,0.2,PASS,104,,,
54ada52701661023:assists:6.5:under,54ada52701661023,Andrew Nembhard,assists,under,6.5,6.64,0.4664,-0.1117,0.2,PASS,-137,,,
0149249a4eb6cf3f:assists:3.5:over,0149249a4eb6cf3f,Pascal Siakam,assists,over,3.5,3.5,0.5,0.0349,0.2,PASS,115,,,
0149249a4eb6cf3f:assists:3.5:under,0149249a4eb6cf3f,Pascal Siakam,assists,under,3.5,3.5,0.5,-0.1032,0.2,PASS,-152,,,
195708c325c4c735:assists:5.5:over,195708c325c4c735,Jaylen Brown,assists,over,5.5,5.5,0.5,-0.0074,0.1,PASS,-103,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
195708c325c4c735:assists:5.5:under,195708c325c4c735,Jaylen Brown,assists,under,5.5,5.5,0.5,-0.0652,0.1,PASS,-130,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
8266cd61c58c9517:assists:5.5:over,8266cd61c58c9517,Payton Pritchard,assists,over,5.5,5.5,0.5,-0.0455,0.2,PASS,-120,,,
8266cd61c58c9517:assists:5.5:under,8266cd61c58c9517,Payton Pritchard,assists,under,5.5,5.5,0.5,-0.0283,0.2,PASS,-112,,,
56366070652c315d:assists:5.5:over,56366070652c315d,Derrick White,assists,over,5.5,4.7,0.2477,-0.2195,0.5045,PASS,114,,,
56366070652c315d:assists:5.5:under,56366070652c315d,Derrick White,assists,under,5.5,4.7,0.7523,0.1491,0.5045,UNDER,-152,,,
d37bbae8653cdb2b:assists:4.5:over,d37bbae8653cdb2b,T.J. McConnell,assists,over,4.5,4.5,0.5,-0.0495,0.1,PASS,-122,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
d37bbae8653cdb2b:assists:4.5:under,d37bbae8653cdb2b,T.J. McConnell,assists,under,4.5,4.5,0.5,-0.0215,0.1,PASS,-109,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
c29cbd55ca2a2752:points:10.5:over,c29cbd55ca2a2752,Neemias Queta,points,over,10.5,10.5,0.5,-0.0652,0.2,PASS,-130,,,
c29cbd55ca2a2752:points:10.5:under,c29cbd55ca2a2752,Neemias Queta,points,under,10.5,10.5,0.5,-0.0098,0.2,PASS,-104,,,
54ada52701661023:points:15.5:over,54ada52701661023,Andrew Nembhard,points,over,15.5,17.9,0.7041,0.1587,0.4083,OVER,-120,,,
54ada52701661023:points:15.5:under,54ada52701661023,Andrew Nembhard,points,under,15.5,17.9,0.2959,-0.2324,0.4083,PASS,-112,,,
2c32eb67b1d23b03:points:6.5:over,2c32eb67b1d23b03,Jordan Walsh,points,over,6.5,6.5,0.5,-0.0556,0.1,PASS,-125,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
2c32eb67b1d23b03:points:6.5:under,2c32eb67b1d23b03,Jordan Walsh,points,under,6.5,6.5,0.5,-0.0169,0.1,PASS,-107,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
56366070652c315d:points:18.5:over,56366070652c315d,Derrick White,points,over,18.5,21.33,0.7021,0.1672,0.4043,OVER,-115,,,
56366070652c315d:points:18.5:under,56366070652c315d,Derrick White,points,under,18.5,21.33,0.2979,-0.237,0.4043,PASS,-115,,,
e3ae9d94a2714cb0:points:13.5:over,e3ae9d94a2714cb0,Anfernee Simons,points,over,13.5,12.07,0.3176,-0.2237,0.3648,PASS,-118,,,
e3ae9d94a2714cb0:points:13.5:under,e3ae9d94a2714cb0,Anfernee Simons,points,under,13.5,12.07,0.6824,0.1519,0.3648,PASS,-113,,,
a951bcf5a0035036:points:8.5:over,a951bcf5a0035036,Jay Huff,points,over,8.5,8.5,0.5,-0.0652,0.2,PASS,-130,,,
a951bcf5a0035036:points:8.5:under,a951bcf5a0035036,Jay Huff,points,under,8.5,8.5,0.5,-0.0074,0.2,PASS,-103,,,
8266cd61c58c9517:points:18.5:over,8266cd61c58c9517,Payton Pritchard,points,over,18.5,18.5,0.5,-0.0327,0.2,PASS,-114,,,
8266cd61c58c9517:points:18.5:under,8266cd61c58c9517,Payton Pritchard,points,under,18.5,18.5,0.5,-0.0392,0.2,PASS,-117,,,
195708c325c4c735:points:29.5:over,195708c325c4c735,Jaylen Brown,points,over,29.5,29.5,0.5,-0.0495,0.1,PASS,-122,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
195708c325c4c735:points:29.5:under,195708c325c4c735,Jaylen Brown,points,under,29.5,29.5,0.5,-0.0215,0.1,PASS,-109,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
d37bbae8653cdb2b:points:8.5:over,d37bbae8653cdb2b,T.J. McConnell,points,over,8.5,8.5,0.5,-0.0652,0.1,PASS,-130,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
d37bbae8653cdb2b:points:8.5:under,d37bbae8653cdb2b,T.J. McConnell,points,under,8.5,8.5,0.5,-0.0074,0.1,PASS,-103,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
a168fb201860affc:points:17.5:over,a168fb201860affc,Bennedict Mathurin,points,over,17.5,15.59,0.3123,-0.2225,0.3753,PASS,-115,,,
a168fb201860affc:points:17.5:under,a168fb201860affc,Bennedict Mathurin,points,under,17.5,15.59,0.6877,0.1528,0.3753,PASS,-115,,,
0149249a4eb6cf3f:points:22.5:over,0149249a4eb6cf3f,Pascal Siakam,points,over,22.5,22.5,0.5,-0.0595,0.2,PASS,-127,,,
0149249a4eb6cf3f:points:22.5:under,0149249a4eb6cf3f,Pascal Siakam,points,under,22.5,22.5,0.5,-0.0122,0.2,PASS,-105,,,
18b51ba0144cbe14:points:5.5:over,18b51ba0144cbe14,Isaiah Jackson,points,over,5.5,6.15,0.6635,0.118,0.3269,PASS,-120,,,
18b51ba0144cbe14:points:5.5:under,18b51ba0144cbe14,Isaiah Jackson,points,under,5.5,6.15,0.3365,-0.1918,0.3269,PASS,-112,,,
a168fb201860affc:pra:25.5:over,a168fb201860affc,Bennedict Mathurin,pra,over,25.5,23.14,0.3416,-0.173,0.3169,PASS,-106,,,
a168fb201860affc:pra:25.5:under,a168fb201860affc,Bennedict Mathurin,pra,under,25.5,23.14,0.6584,0.1089,0.3169,PASS,-122,,,
2c32eb67b1d23b03:pra:14.5:over,2c32eb67b1d23b03,Jordan Walsh,pra,over,14.5,14.5,0.5,-0.0495,0.1,PASS,-122,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
2c32eb67b1d23b03:pra:14.5:under,2c32eb67b1d23b03,Jordan Walsh,pra,under,14.5,14.5,0.5,-0.0146,0.1,PASS,-106,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
56366070652c315d:pra:28.5:over,56366070652c315d,Derrick White,pra,over,28.5,30.33,0.5952,0.0582,0.2,PASS,-116,,,
56366070652c315d:pra:28.5:under,56366070652c315d,Derrick White,pra,under,28.5,30.33,0.4048,-0.1213,0.2,PASS,-111,,,
e3ae9d94a2714cb0:pra:18.5:over,e3ae9d94a2714cb0,Anfernee Simons,pra,over,18.5,15.92,0.2587,-0.2605,0.4826,PASS,-108,,,
e3ae9d94a2714cb0:pra:18.5:under,e3ae9d94a2714cb0,Anfernee Simons,pra,under,18.5,15.92,0.7413,0.1918,0.4826,UNDER,-122,,,
c29cbd55ca2a2752:pra:22.5:over,c29cbd55ca2a2752,Neemias Queta,pra,over,22.5,22.5,0.5,-0.0215,0.2,PASS,-109,,,
c29cbd55ca2a2752:pra:22.5:under,c29cbd55ca2a2752,Neemias Queta,pra,under,22.5,22.5,0.5,-0.0434,0.2,PASS,-119,,,
d37bbae8653cdb2b:pra:16.5:over,d37bbae8653cdb2b,T.J. McConnell,pra,over,16.5,16.5,0.5,-0.0283,0.1,PASS,-112,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
d37bbae8653cdb2b:pra:16.5:under,d37bbae8653cdb2b,T.J. McConnell,pra,under,16.5,16.5,0.5,-0.0349,0.1,PASS,-115,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
0149249a4eb6cf3f:pra:32.5:over,0149249a4eb6cf3f,Pascal Siakam,pra,over,32.5,32.5,0.5,-0.0349,0.2,PASS,-115,,,
0149249a4eb6cf3f:pra:32.5:under,0149249a4eb6cf3f,Pascal Siakam,pra,under,32.5,32.5,0.5,-0.0283,0.2,PASS,-112,,,
195708c325c4c735:pra:42.5:over,195708c325c4c735,Jaylen Brown,pra,over,42.5,42.5,0.5,-0.037,0.1,PASS,-116,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
195708c325c4c735:pra:42.5:under,195708c325c4c735,Jaylen Brown,pra,under,42.5,42.5,0.5,-0.0261,0.1,PASS,-111,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
54ada52701661023:pra:24.5:over,54ada52701661023,Andrew Nembhard,pra,over,24.5,27.24,0.6563,0.1129,0.3126,PASS,-119,,,
54ada52701661023:pra:24.5:under,54ada52701661023,Andrew Nembhard,pra,under,24.5,27.24,0.3437,-0.1778,0.3126,PASS,-109,,,
8266cd61c58c9517:pra:28.5:over,8266cd61c58c9517,Payton Pritchard,pra,over,28.5,28.5,0.5,-0.037,0.2,PASS,-116,,,
8266cd61c58c9517:pra:28.5:under,8266cd61c58c9517,Payton Pritchard,pra,under,28.5,28.5,0.5,-0.0261,0.2,PASS,-111,,,
a168fb201860affc:rebounds:5.5:over,a168fb201860affc,Bennedict Mathurin,rebounds,over,5.5,5.45,0.4859,-0.0424,0.2,PASS,-112,,,
a168fb201860affc:rebounds:5.5:under,a168fb201860affc,Bennedict Mathurin,rebounds,under,5.5,5.45,0.5141,-0.0313,0.2,PASS,-120,,,
0149249a4eb6cf3f:rebounds:6.5:over,0149249a4eb6cf3f,Pascal Siakam,rebounds,over,6.5,6.5,0.5,0.0,0.2,PASS,100,,,
0149249a4eb6cf3f:rebounds:6.5:under,0149249a4eb6cf3f,Pascal Siakam,rebounds,under,6.5,6.5,0.5,-0.069,0.2,PASS,-132,,,
18b51ba0144cbe14:rebounds:6.5:over,18b51ba0144cbe14,Isaiah Jackson,rebounds,over,6.5,7.6,0.7191,0.2604,0.4382,OVER,118,,,
18b51ba0144cbe14:rebounds:6.5:under,18b51ba0144cbe14,Isaiah Jackson,rebounds,under,6.5,7.6,0.2809,-0.33,0.4382,PASS,-157,,,
d37bbae8653cdb2b:rebounds:2.5:over,d37bbae8653cdb2b,T.J. McConnell,rebounds,over,2.5,2.5,0.5,-0.0536,0.1,PASS,-124,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
d37bbae8653cdb2b:rebounds:2.5:under,d37bbae8653cdb2b,T.J. McConnell,rebounds,under,2.5,2.5,0.5,-0.0192,0.1,PASS,-108,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
54ada52701661023:rebounds:2.5:over,54ada52701661023,Andrew Nembhard,rebounds,over,2.5,2.7,0.5793,0.038,0.2,PASS,-118,,,
54ada52701661023:rebounds:2.5:under,54ada52701661023,Andrew Nembhard,rebounds,under,2.5,2.7,0.4207,-0.1098,0.2,PASS,-113,,,
a951bcf5a0035036:rebounds:5.5:over,a951bcf5a0035036,Jay Huff,rebounds,over,5.5,5.5,0.5,0.0192,0.2,PASS,108,,,
a951bcf5a0035036:rebounds:5.5:under,a951bcf5a0035036,Jay Huff,rebounds,under,5.5,5.5,0.5,-0.0885,0.2,PASS,-143,,,
56366070652c315d:rebounds:4.5:over,56366070652c315d,Derrick White,rebounds,over,4.5,4.3,0.4259,-0.1216,0.2,PASS,-121,,,
56366070652c315d:rebounds:4.5:under,56366070652c315d,Derrick White,rebounds,under,4.5,4.3,0.5741,0.0503,0.2,PASS,-110,,,
2c32eb67b1d23b03:rebounds:6.5:over,2c32eb67b1d23b03,Jordan Walsh,rebounds,over,6.5,6.5,0.5,0.0413,0.1,PASS,118,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
2c32eb67b1d23b03:rebounds:6.5:under,2c32eb67b1d23b03,Jordan Walsh,rebounds,under,6.5,6.5,0.5,-0.1063,0.1,PASS,-154,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
c29cbd55ca2a2752:rebounds:9.5:over,c29cbd55ca2a2752,Neemias Queta,rebounds,over,9.5,9.5,0.5,0.0,0.2,PASS,100,,,
c29cbd55ca2a2752:rebounds:9.5:under,c29cbd55ca2a2752,Neemias Queta,rebounds,under,9.5,9.5,0.5,-0.069,0.2,PASS,-132,,,
195708c325c4c735:rebounds:6.5:over,195708c325c4c735,Jaylen Brown,rebounds,over,6.5,6.5,0.5,-0.0851,0.1,PASS,-141,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
195708c325c4c735:rebounds:6.5:under,195708c325c4c735,Jaylen Brown,rebounds,under,6.5,6.5,0.5,0.0146,0.1,PASS,106,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
8266cd61c58c9517:rebounds:4.5:over,8266cd61c58c9517,Payton Pritchard,rebounds,over,4.5,4.5,0.5,0.0327,0.2,PASS,114,,,
8266cd61c58c9517:rebounds:4.5:under,8266cd61c58c9517,Payton Pritchard,rebounds,under,4.5,4.5,0.5,-0.1032,0.2,PASS,-152,,,
a168fb201860affc:threes:2.5:over,a168fb201860affc,Bennedict Mathurin,threes,over,2.5,1.92,0.2825,-0.1376,0.4349,PASS,138,,,
a168fb201860affc:threes:2.5:under,a168fb201860affc,Bennedict Mathurin,threes,under,2.5,1.92,0.7175,0.0623,0.4349,UNDER,-190,,,
54ada52701661023:threes:1.5:over,54ada52701661023,Andrew Nembhard,threes,over,1.5,1.8,0.6179,0.0941,0.2358,PASS,-110,,,
54ada52701661023:threes:1.5:under,54ada52701661023,Andrew Nembhard,threes,under,1.5,1.8,0.3821,-0.1654,0.2358,PASS,-121,,,
a951bcf5a0035036:threes:1.5:over,a951bcf5a0035036,Jay Huff,threes,over,1.5,1.5,0.5,-0.0851,0.2,PASS,-141,,,
a951bcf5a0035036:threes:1.5:under,a951bcf5a0035036,Jay Huff,threes,under,1.5,1.5,0.5,0.0146,0.2,PASS,106,,,
0149249a4eb6cf3f:threes:1.5:over,0149249a4eb6cf3f,Pascal Siakam,threes,over,1.5,1.5,0.5,-0.0556,0.2,PASS,-125,,,
0149249a4eb6cf3f:threes:1.5:under,0149249a4eb6cf3f,Pascal Siakam,threes,under,1.5,1.5,0.5,-0.0146,0.2,PASS,-106,,,
e3ae9d94a2714cb0:threes:2.5:over,e3ae9d94a2714cb0,Anfernee Simons,threes,over,2.5,1.62,0.1894,-0.2361,0.6211,PASS,135,,,
e3ae9d94a2714cb0:threes:2.5:under,e3ae9d94a2714cb0,Anfernee Simons,threes,under,2.5,1.62,0.8106,0.1652,0.6211,UNDER,-182,,,
8266cd61c58c9517:threes:3.5:over,8266cd61c58c9517,Payton Pritchard,threes,over,3.5,3.5,0.5,0.0575,0.2,PASS,126,,,
8266cd61c58c9517:threes:3.5:under,8266cd61c58c9517,Payton Pritchard,threes,under,3.5,3.5,0.5,-0.1296,0.2,PASS,-170,,,
195708c325c4c735:threes:1.5:over,195708c325c4c735,Jaylen Brown,threes,over,1.5,1.5,0.5,-0.1296,0.1,PASS,-170,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
195708c325c4c735:threes:1.5:under,195708c325c4c735,Jaylen Brown,threes,under,1.5,1.5,0.5,0.0575,0.1,PASS,126,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
56366070652c315d:threes:3.5:over,56366070652c315d,Derrick White,threes,over,3.5,4.47,0.8069,0.2764,0.6139,OVER,-113,,,
56366070652c315d:threes:3.5:under,56366070652c315d,Derrick White,threes,under,3.5,4.47,0.1931,-0.3482,0.6139,PASS,-118,,,
e3ae9d94a2714cb0:assists:2.5:over,e3ae9d94a2714cb0,Anfernee Simons,assists,over,2.5,1.78,0.2366,-0.3396,0.5267,PASS,-136,,,
e3ae9d94a2714cb0:assists:2.5:under,e3ae9d94a2714cb0,Anfernee Simons,assists,under,2.5,1.78,0.7634,0.2658,0.5267,UNDER,101,,,
a951bcf5a0035036:points:9.5:over,a951bcf5a0035036,Jay Huff,points,over,9.5,9.5,0.5,-0.0122,0.2,PASS,-105,,,
a951bcf5a0035036:points:9.5:under,a951bcf5a0035036,Jay Huff,points,under,9.5,9.5,0.5,-0.0516,0.2,PASS,-123,,,
a168fb201860affc:pra:24.5:over,a168fb201860affc,Bennedict Mathurin,pra,over,24.5,23.14,0.407,-0.1525,0.2,PASS,-127,,,
a168fb201860affc:pra:24.5:under,a168fb201860affc,Bennedict Mathurin,pra,under,24.5,23.14,0.593,0.0832,0.2,PASS,-104,,,
e3ae9d94a2714cb0:pra:19.5:over,e3ae9d94a2714cb0,Anfernee Simons,pra,over,19.5,15.92,0.1844,-0.3416,0.6311,PASS,-111,,,
e3ae9d94a2714cb0:pra:19.5:under,e3ae9d94a2714cb0,Anfernee Simons,pra,under,19.5,15.92,0.8156,0.2785,0.6311,UNDER,-116,,,
18b51ba0144cbe14:rebounds:5.5:over,18b51ba0144cbe14,Isaiah Jackson,rebounds,over,5.5,7.6,0.8657,0.2689,0.7314,OVER,-148,,,
18b51ba0144cbe14:rebounds:5.5:under,18b51ba0144cbe14,Isaiah Jackson,rebounds,under,5.5,7.6,0.1343,-0.3374,0.7314,PASS,112,,,
2c32eb67b1d23b03:rebounds:5.5:over,2c32eb67b1d23b03,Jordan Walsh,rebounds,over,5.5,5.5,0.5,-0.0918,0.1,PASS,-145,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
2c32eb67b1d23b03:rebounds:5.5:under,2c32eb67b1d23b03,Jordan Walsh,rebounds,under,5.5,5.5,0.5,0.0215,0.1,PASS,109,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
e3ae9d94a2714cb0:rebounds:2.5:over,e3ae9d94a2714cb0,Anfernee Simons,rebounds,over,2.5,2.07,0.3341,-0.2385,0.3318,PASS,-134,,,
e3ae9d94a2714cb0:rebounds:2.5:under,e3ae9d94a2714cb0,Anfernee Simons,rebounds,under,2.5,2.07,0.6659,0.1684,0.3318,PASS,101,,,
a168fb201860affc:assists:2.5:over,a168fb201860affc,Bennedict Mathurin,assists,over,2.5,2.09,0.3424,-0.0544,0.3152,PASS,152,,,
a168fb201860affc:assists:2.5:under,a168fb201860affc,Bennedict Mathurin,assists,under,2.5,2.09,0.6576,-0.0091,0.3152,PASS,-200,,,
56366070652c315d:points:19.5:over,56366070652c315d,Derrick White,points,over,19.5,21.33,0.6342,0.1488,0.2684,PASS,106,,,
56366070652c315d:points:19.5:under,56366070652c315d,Derrick White,points,under,19.5,21.33,0.3658,-0.2123,0.2684,PASS,-137,,,
8266cd61c58c9517:points:19.5:over,8266cd61c58c9517,Payton Pritchard,points,over,19.5,19.5,0.5,0.0215,0.2,PASS,109,,,
8266cd61c58c9517:points:19.5:under,8266cd61c58c9517,Payton Pritchard,points,under,19.5,19.5,0.5,-0.0851,0.2,PASS,-141,,,
d37bbae8653cdb2b:points:9.5:over,d37bbae8653cdb2b,T.J. McConnell,points,over,9.5,9.5,0.5,0.0215,0.1,PASS,109,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
d37bbae8653cdb2b:points:9.5:under,d37bbae8653cdb2b,T.J. McConnell,points,under,9.5,9.5,0.5,-0.0851,0.1,PASS,-141,QUESTIONABLE,NBA Official Report,Injury/Illness - Left Knee; Sore
e3ae9d94a2714cb0:points:14.5:over,e3ae9d94a2714cb0,Anfernee Simons,points,over,14.5,12.07,0.2102,-0.2825,0.5797,PASS,103,,,
e3ae9d94a2714cb0:points:14.5:under,e3ae9d94a2714cb0,Anfernee Simons,points,under,14.5,12.07,0.7898,0.219,0.5797,UNDER,-133,,,
a951bcf5a0035036:pra:16.5:over,a951bcf5a0035036,Jay Huff,pra,over,16.5,16.5,0.5,-0.0146,0.2,PASS,-106,,,
a951bcf5a0035036:pra:16.5:under,a951bcf5a0035036,Jay Huff,pra,under,16.5,16.5,0.5,-0.0495,0.2,PASS,-122,,,
2c32eb67b1d23b03:threes:0.5:over,2c32eb67b1d23b03,Jordan Walsh,threes,over,0.5,0.5,0.5,-0.0745,0.1,PASS,-135,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
2c32eb67b1d23b03:threes:0.5:under,2c32eb67b1d23b03,Jordan Walsh,threes,under,0.5,0.5,0.5,0.0098,0.1,PASS,104,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
195708c325c4c735:threes:2.5:over,195708c325c4c735,Jaylen Brown,threes,over,2.5,2.5,0.5,0.1169,0.1,PASS,161,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
195708c325c4c735:threes:2.5:under,195708c325c4c735,Jaylen Brown,threes,under,2.5,2.5,0.5,-0.1805,0.1,PASS,-213,QUESTIONABLE,NBA Official Report,Injury/Illness - Illness; Non-Covid
a168fb201860affc:assists:1.5:over,a168fb201860affc,Bennedict Mathurin,assists,over,1.5,2.09,0.7238,0.0861,0.4476,OVER,-176,,,
