prop_id,player_id,player_name,prop_type,side,line,event_id,home_team,away_team,game_time,player_team,opponent_team,is_home,rest_days,b2b,projection,probability,raw_model_probability,model_probability,market_probability,edge,confidence,confidence_tier,adjustments,adjustment_notes,avg_5,avg_10,avg_15,trend,recent_std,recent_hit_rate_10,recent_hit_rate_15,recent_streak,team_out_count,team_questionable_count,team_probable_count,team_out_detail,team_questionable_detail,team_probable_detail,usage_expectation,pick,odds,market_vig,edge_threshold,confidence_threshold,risk_factor,volatility_factor,volatility_ratio,odds_min,odds_max,odds_confidence_min,odds_confidence_max,confidence_cap_outside_band,reason,calibration_source,calibration_slope,calibration_intercept,injury_status,injury_source,injury_detail,odds_fetched_at,odds_source,game
f0f6cdc30bf237c9:rebounds:7.5:over,f0f6cdc30bf237c9,Santi Aldama,rebounds,over,7.5,5b9deb3a7a25c3efea6e5baf9123366f,MEM,MIL,2025-12-27T01:10:00Z,MEM,MIL,True,4,False,9.38,0.5914,0.7529,0.9799,0.4248,0.1368,0.855,HIGH,"{'minutes_trend': 1.0984, 'usage_trend': 1.0921, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, market divergence",7.0,6.4,6.333333333333333,UP,2.7568097504180447,0.2,0.2,-2,6,2,0,Vince Williams Jr. (Injury/Illness - Left Patellar; Tendinitis); Scotty Pippen Jr. (Injury/Illness - Left Great Toe; Surgery Recovery); John Konchar (Injury/Illness - Left Thumb; UCL Surgery Recovery); Ty Jerome (Injury/Illness - Right Calf; Strain); Zach Edey (Injury/Illness - Left Ankle; Stress Reaction); Brandon Clarke (Injury/Illness - Right Calf; Strain),Cedric Coward (Injury/Illness - Left Heel; Soreness); Ja Morant (Injury/Illness - Left Ankle; Sprain),,Usage up; Teammates OUT: 6; Teammates Q: 2,OVER,120,0.0699,0.0308,0.3672,0.95,1.08,0.3676,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,MIL @ MEM
440168766d15343b:points:17.5:over,440168766d15343b,Kon Knueppel,points,over,17.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,,,,4,False,23.46,0.6268,0.8186,1.0,0.4669,0.1318,0.855,HIGH,"{'minutes_trend': 1.0138, 'usage_trend': 1.0531, 'rest': 1.02}","minutes trend, usage trend, extra rest, market divergence",23.0,21.4,20.4,UP,6.552353266829662,0.8,0.7333333333333333,6,0,0,0,,,,Usage up,OVER,102,0.0603,0.0324,0.3792,1.0,1.08,0.3744,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,CHA @ ORL
fefc8e5721ae8522:pra:23.5:over,fefc8e5721ae8522,Wendell Carter Jr,pra,over,23.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,ORL,CHA,True,4,False,29.94,0.6333,0.8499,1.0,0.4761,0.1283,0.855,HIGH,"{'minutes_trend': 1.0615, 'usage_trend': 1.1121, 'team_usage': 1.065, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, market divergence",24.0,22.0,22.0,UP,6.2182527020592095,0.4,0.3333333333333333,-2,4,1,1,Moritz Wagner (Injury/Illness - Left Knee; Injury recovery); Franz Wagner (Injury/Illness - Left High Ankle; Sprain); Jalen Suggs (Injury/Illness - Left Hip; Contusion); Colin Castleton (G League - Two-Way da),Goga Bitadze (Injury/Illness - Left Knee; Strain),Tristan Silva (Injury/Illness - Right Shoulder; Contusion),Usage up; Teammates OUT: 4; Teammates Q: 1,OVER,-102,0.0605,0.0315,0.372,1.05,1.0,0.2646,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,CHA @ ORL
440168766d15343b:threes:3.5:over,440168766d15343b,Kon Knueppel,threes,over,3.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,,,,4,False,4.59,0.5993,0.7568,0.9865,0.4333,0.1405,0.7695,HIGH,"{'minutes_trend': 1.0138, 'usage_trend': 1.0531, 'rest': 1.02}","minutes trend, usage trend, extra rest, high variance, market divergence",4.6,4.0,3.933333333333333,UP,1.5634719199411433,0.7,0.6666666666666666,4,0,0,0,,,,Usage up,OVER,118,0.0587,0.0379,0.42,1.1,1.15,0.4467,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,CHA @ ORL
e3ae9d94a2714cb0:points:11.5:over,e3ae9d94a2714cb0,Anfernee Simons,points,over,11.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,BOS,IND,False,5,False,14.01,0.6263,0.7579,0.9885,0.4711,0.1263,0.855,HIGH,"{'minutes_trend': 1.0634, 'usage_trend': 0.9984, 'team_usage': 1.075, 'rest': 1.02, 'opp_def': 1.03, 'pace': 0.98}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, slow pace, market divergence",11.2,12.2,12.6,DOWN,3.583914681524163,0.6,0.5333333333333333,-1,5,0,0,Chris Boucher (Personal Reasons); Amari Williams (G League - Two-Way); Jayson Tatum (Injury/Illness - Right Achilles; Repair); Max Shulga (G League - Two-Way); Ron Harper Jr. (G League - Two-Way),,,Teammates OUT: 5,OVER,100,0.0614,0.0324,0.3792,1.0,1.08,0.3116,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,BOS @ IND
8e899df2ab8672fc:points:26.5:over,8e899df2ab8672fc,Deni Avdija,points,over,26.5,d634cf294ef9b80b7fabb5ab9f52173d,POR,LAC,2025-12-27T03:10:00Z,POR,LAC,True,4,False,32.64,0.6303,0.8217,1.0,0.4718,0.1253,0.855,HIGH,"{'minutes_trend': 1.067, 'usage_trend': 1.0245, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, fast pace, market divergence",25.6,24.8,25.0,UP,6.663332499583073,0.3,0.3333333333333333,-3,7,0,2,Blake Wesley (Injury/Illness - Right Foot; Fracture); Matisse Thybulle (Injury/Illness - Left Thumb; Ligament Tear); Jrue Holiday (Injury/Illness - Right Calf; Strain); Scoot Henderson (Injury/Illness - Left Hamstring; Tear); Jerami Grant (Injury/Illness - Left Achilles; Tendonitis); Javonte Cooke (G League - Two-Way); Damian Lillard (Injury/Illness - Left Achilles Tendon; Injury Management),,Robert Williams III (Injury/Illness - Left Knee; Injury Management); Kris Murray (Injury/Illness - Right Cervical; Soreness),Teammates OUT: 7,OVER,-102,0.0702,0.03,0.36,1.0,1.0,0.2514,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,LAC @ POR
8e899df2ab8672fc:rebounds:7.5:over,8e899df2ab8672fc,Deni Avdija,rebounds,over,7.5,d634cf294ef9b80b7fabb5ab9f52173d,POR,LAC,2025-12-27T03:10:00Z,POR,LAC,True,4,False,8.67,0.6303,0.8362,1.0,0.4718,0.1253,0.855,HIGH,"{'minutes_trend': 1.067, 'usage_trend': 1.0245, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, fast pace, market divergence",6.6,7.1,7.4,DOWN,1.1972189997378646,0.4,0.3333333333333333,-1,7,0,2,Blake Wesley (Injury/Illness - Right Foot; Fracture); Matisse Thybulle (Injury/Illness - Left Thumb; Ligament Tear); Jrue Holiday (Injury/Illness - Right Calf; Strain); Scoot Henderson (Injury/Illness - Left Hamstring; Tear); Jerami Grant (Injury/Illness - Left Achilles; Tendonitis); Javonte Cooke (G League - Two-Way); Damian Lillard (Injury/Illness - Left Achilles Tendon; Injury Management),,Robert Williams III (Injury/Illness - Left Knee; Injury Management); Kris Murray (Injury/Illness - Right Cervical; Soreness),Teammates OUT: 7,OVER,-102,0.0702,0.0285,0.348,0.95,1.0,0.1596,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,LAC @ POR
362deb2fd051446a:rebounds:8.5:over,362deb2fd051446a,Paolo Banchero,rebounds,over,8.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,ORL,CHA,True,4,False,12.7,0.6201,0.8439,1.0,0.4572,0.1346,0.7866,HIGH,"{'minutes_trend': 1.15, 'usage_trend': 1.0597, 'team_usage': 1.065, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance, market divergence",10.2,7.8,8.266666666666667,UP,4.157990967870047,0.4,0.5333333333333333,-1,4,1,1,Moritz Wagner (Injury/Illness - Left Knee; Injury recovery); Franz Wagner (Injury/Illness - Left High Ankle; Sprain); Jalen Suggs (Injury/Illness - Left Hip; Contusion); Colin Castleton (G League - Two-Way da),Goga Bitadze (Injury/Illness - Left Knee; Strain),Tristan Silva (Injury/Illness - Right Shoulder; Contusion),Usage up; Teammates OUT: 4; Teammates Q: 1,OVER,106,0.0617,0.0328,0.384,0.95,1.15,0.4892,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,CHA @ ORL
bca8c361d7811ab2:points:15.5:over,bca8c361d7811ab2,Nikola Vucevic,points,over,15.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,CHI,PHI,True,4,False,20.29,0.6366,0.8109,1.0,0.4808,0.122,0.855,HIGH,"{'minutes_trend': 1.0552, 'usage_trend': 0.9959, 'team_usage': 1.065, 'rest': 1.02, 'home': 1.01, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, fast pace, market divergence",18.0,15.6,16.4,UP,5.440588203494177,0.5,0.5333333333333333,1,4,1,0,Lachlan Olbrich (G League - Two-Way); Emanuel Miller (G League - Two-Way); Trentyn Flowers (G League - Two-Way); Noa Essengue (Injury/Illness - Left Shoulder; Surgery),Patrick Williams (Injury/Illness - N/a; Illness),,Teammates OUT: 4; Teammates Q: 1,OVER,-106,0.0701,0.0324,0.3792,1.0,1.08,0.351,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,PHI @ CHI
8f000e294202436b:pra:42.5:over,8f000e294202436b,Jalen Johnson,pra,over,42.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,4,False,50.11,0.6495,0.7637,0.9983,0.5,0.119,0.855,HIGH,"{'minutes_trend': 0.973, 'usage_trend': 1.0574, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, market divergence",46.0,49.2,46.4,FLAT,10.591401124392267,0.7,0.6666666666666666,2,3,3,0,Kristaps Porzingis (Injury/Illness - N/A; Illness); Eli John Ndiaye (G League - Two-Way); N'Faly Dante (Injury/Illness - Right Knee; Torn ACL),Malik Williams (G League - Two-Way); Caleb Houstan (G League - Two-Way); Nikola Djurisic (G League - On Assignment),,Usage up; Teammates OUT: 3; Teammates Q: 3,OVER,-113,0.061,0.0315,0.372,1.05,1.0,0.2492,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,MIA @ ATL
e8e371aa543245b3:threes:2.5:over,e8e371aa543245b3,VJ Edgecombe,threes,over,2.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,PHI,CHI,False,7,False,3.59,0.5747,0.8625,1.0,0.3925,0.1546,0.65,MEDIUM,"{'minutes_trend': 1.1386, 'usage_trend': 1.1058, 'team_usage': 1.035, 'injury_risk': 0.99, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), injury caution, extra rest, soft defense, high variance, market divergence, confidence cap (odds band)",3.0,2.3,2.2,UP,0.9486832980505138,0.4,0.3333333333333333,4,2,1,3,Trendon Watford (Injury/Illness - Left Adductor; Strain); Kelly Oubre Jr. (Injury/Illness - Left Knee; Sprain),Joel Embiid (Injury/Illness - Right Knee; Injury Management),Quentin Grimes (Injury/Illness - N/a; Illness); VJ Edgecombe (Injury/Illness - N/a; Illness); Dominick Barlow (Injury/Illness - N/a; Illness),Usage up; Teammates OUT: 2; Teammates Q: 1; Player status: PROBABLE,OVER,138,0.0705,0.0356,0.4032,1.1,1.08,0.3795,-150,150,-120,120,0.65,,global,1.7,-0.3,PROBABLE,NBA Official Report,Injury/Illness - N/a; Illness,1766780827.409724,odds_api,PHI @ CHI
00417796df3a3a94:points:12.5:over,00417796df3a3a94,Jaylen Wells,points,over,12.5,5b9deb3a7a25c3efea6e5baf9123366f,MEM,MIL,2025-12-27T01:10:00Z,MEM,MIL,True,4,False,15.86,0.65,0.7679,1.0,0.5,0.1173,0.855,HIGH,"{'minutes_trend': 1.0608, 'usage_trend': 1.0624, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, market divergence",12.2,14.8,15.333333333333334,DOWN,4.589843860815601,0.7,0.7333333333333333,-3,6,2,0,Vince Williams Jr. (Injury/Illness - Left Patellar; Tendinitis); Scotty Pippen Jr. (Injury/Illness - Left Great Toe; Surgery Recovery); John Konchar (Injury/Illness - Left Thumb; UCL Surgery Recovery); Ty Jerome (Injury/Illness - Right Calf; Strain); Zach Edey (Injury/Illness - Left Ankle; Stress Reaction); Brandon Clarke (Injury/Illness - Right Calf; Strain),Cedric Coward (Injury/Illness - Left Heel; Soreness); Ja Morant (Injury/Illness - Left Ankle; Sprain),,Usage up; Teammates OUT: 6; Teammates Q: 2,OVER,-114,0.0654,0.0324,0.3792,1.0,1.08,0.3672,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,MIL @ MEM
eebbd3f8dcedbe8e:pra:32.5:over,eebbd3f8dcedbe8e,Keyonte George,pra,over,32.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,UTA,DET,True,4,False,43.57,0.65,0.8312,1.0,0.5,0.1173,0.855,HIGH,"{'minutes_trend': 1.1176, 'usage_trend': 0.955, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, fast pace, market divergence",39.8,37.5,35.46666666666667,UP,11.549410759380276,0.7,0.6666666666666666,-1,4,0,0,Walker Kessler (Injury/Illness - Left Shoulder; Injury Recovery); Elijah Harkless (G League - Two-Way); John Tonje (G League - Two-Way); Georges Niang (Injury/Illness - Left Foot; fourth metatarsal stress reaction),,,Teammates OUT: 4,OVER,-114,0.0654,0.034,0.3912,1.05,1.08,0.3554,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,DET @ UTA
d37bbae8653cdb2b:assists:4.5:over,d37bbae8653cdb2b,T.J. McConnell,assists,over,4.5,9cafdf413bd8f5b8971a72a3e7452df6,IND,BOS,2025-12-27T00:10:00Z,IND,BOS,True,4,False,6.13,0.6369,0.8006,1.0,0.4812,0.1271,0.7866,HIGH,"{'minutes_trend': 1.0152, 'usage_trend': 1.046, 'team_usage': 1.075, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, high variance, market divergence",5.6,4.8,5.266666666666667,FLAT,1.9321835661585918,0.6,0.6666666666666666,3,5,0,0,Obi Toppin (Injury/Illness - Right Foot; Stress Fracture); Ben Sheppard (Injury/Illness - Left Calf; Strain); Aaron Nesmith (Injury/Illness - Left Knee MCL; Sprain); Isaiah Jackson (Injury/Illness - N/A; Concussion); Tyrese Haliburton (Injury/Illness - Right Achilles Tendon; Tear),,,Teammates OUT: 5,OVER,-104,0.0594,0.0345,0.396,1.0,1.15,0.4294,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,BOS @ IND
e8e371aa543245b3:pra:24.5:over,e8e371aa543245b3,VJ Edgecombe,pra,over,24.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,PHI,CHI,False,7,False,38.85,0.6331,0.9657,1.0,0.4759,0.1233,0.805,HIGH,"{'minutes_trend': 1.1386, 'usage_trend': 1.1058, 'team_usage': 1.035, 'injury_risk': 0.99, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), injury caution, extra rest, soft defense, market divergence",30.8,24.9,24.333333333333332,UP,7.880355321938218,0.5,0.5333333333333333,4,2,1,3,Trendon Watford (Injury/Illness - Left Adductor; Strain); Kelly Oubre Jr. (Injury/Illness - Left Knee; Sprain),Joel Embiid (Injury/Illness - Right Knee; Injury Management),Quentin Grimes (Injury/Illness - N/a; Illness); VJ Edgecombe (Injury/Illness - N/a; Illness); Dominick Barlow (Injury/Illness - N/a; Illness),Usage up; Teammates OUT: 2; Teammates Q: 1; Player status: PROBABLE,OVER,-104,0.0712,0.034,0.3912,1.05,1.08,0.3216,-150,150,-120,120,0.65,,global,1.7,-0.3,PROBABLE,NBA Official Report,Injury/Illness - N/a; Illness,1766780827.409724,odds_api,PHI @ CHI
3b09314818626f62:pra:25.5:over,3b09314818626f62,Anthony Black,pra,over,25.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,,,,4,False,29.74,0.6573,0.7873,1.0,0.5104,0.116,0.855,HIGH,"{'minutes_trend': 1.1079, 'usage_trend': 1.01, 'rest': 1.02}","minutes trend, usage trend, extra rest, market divergence",29.0,27.4,26.066666666666666,UP,5.316640543300503,0.7,0.5333333333333333,4,0,0,0,,,,,OVER,-118,0.0605,0.0315,0.372,1.05,1.0,0.2085,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,CHA @ ORL
3edc1f6904fc5558:pra:19.5:over,3edc1f6904fc5558,Davion Mitchell,pra,over,19.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,MIA,ATL,False,4,False,24.3,0.6602,0.7693,1.0,0.5146,0.1147,0.855,HIGH,"{'minutes_trend': 1.0443, 'usage_trend': 1.1262, 'team_usage': 1.075, 'rest': 1.02, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, fast pace, market divergence",17.6,18.5,19.2,DOWN,6.519202405202649,0.4,0.4666666666666667,-1,5,0,3,Tyler Herro (Injury/Illness - Right Big Toe; Contusion); Vladislav Goldin (G League - Two-Way); Bam Adebayo (Injury/Illness - Lower Back; Soreness); Jahmir Young (G League - Two-Way); Terry Rozier (Not With Team),,Keshad Johnson (Injury/Illness - Head; Illness); Nikola Jovic (Injury/Illness - Right Elbow; Contusion/Laceration); Pelle Larsson (Injury/Illness - Left Ankle; Sprain),Usage up; Teammates OUT: 5; Player status: AVAILABLE,OVER,-120,0.06,0.034,0.3912,1.05,1.08,0.3343,-150,150,-120,120,0.65,,global,1.7,-0.3,AVAILABLE,NBA Official Report,Injury/Illness - Left Ankle; Sprain,1766780827.409724,odds_api,MIA @ ATL
e79e366ce3926930:pra:23.5:over,e79e366ce3926930,Dyson Daniels,pra,over,23.5,c8523141aaa4ff1f5221721713a92dca,ATL,MIA,2025-12-27T00:10:00Z,ATL,MIA,True,6,False,29.57,0.6602,0.7973,1.0,0.5146,0.1147,0.855,HIGH,"{'minutes_trend': 0.9751, 'usage_trend': 1.0428, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01}","minutes trend, usage trend, usage boost (injuries), extra rest, home, market divergence",28.6,26.4,26.666666666666668,UP,7.290785661062569,0.5,0.6,1,3,3,0,Kristaps Porzingis (Injury/Illness - N/A; Illness); Eli John Ndiaye (G League - Two-Way); N'Faly Dante (Injury/Illness - Right Knee; Torn ACL),Malik Williams (G League - Two-Way); Caleb Houstan (G League - Two-Way); Nikola Djurisic (G League - On Assignment),,Teammates OUT: 3; Teammates Q: 3,OVER,-120,0.06,0.034,0.3912,1.05,1.08,0.3102,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,MIA @ ATL
440168766d15343b:pra:24.5:over,440168766d15343b,Kon Knueppel,pra,over,24.5,c4c6703488303b6b8ee37437a8910548,ORL,CHA,2025-12-27T00:10:00Z,,,,4,False,32.36,0.6602,0.8208,1.0,0.5146,0.1147,0.855,HIGH,"{'minutes_trend': 1.0138, 'usage_trend': 1.0531, 'rest': 1.02}","minutes trend, usage trend, extra rest, market divergence",30.8,30.3,28.733333333333334,UP,8.56413711032492,0.6,0.6,-2,0,0,0,,,,Usage up,OVER,-120,0.06,0.034,0.3912,1.05,1.08,0.3496,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,CHA @ ORL
4deb45f2e29535fa:points:12.5:over,4deb45f2e29535fa,Ausar Thompson,points,over,12.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,DET,UTA,False,4,False,15.44,0.6423,0.758,0.9887,0.4939,0.114,0.855,HIGH,"{'minutes_trend': 0.9409, 'usage_trend': 1.15, 'team_usage': 1.065, 'rest': 1.02, 'opp_def': 1.03}","minutes trend, usage trend, usage boost (injuries), extra rest, soft defense, market divergence",13.2,12.4,11.266666666666667,UP,4.1952353926806065,0.5,0.4,3,4,1,0,Bobi Klintman (G League - On Assignment); Isaac Jones (G League - On Assignment); Wendell Moore Jr. (G League - Two-Way); Tolu Smith (G League - Two-Way),Ronald Holland II (Injury/Illness - Left Knee; Sprain),,Usage up; Teammates OUT: 4; Teammates Q: 1,OVER,-112,0.0696,0.0324,0.3792,1.0,1.08,0.3356,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,DET @ UTA
eebbd3f8dcedbe8e:points:22.5:over,eebbd3f8dcedbe8e,Keyonte George,points,over,22.5,19d20865216afacaaeba1cc609103741,UTA,DET,2025-12-27T02:40:00Z,UTA,DET,True,4,False,30.66,0.6331,0.8074,1.0,0.4759,0.1233,0.7866,HIGH,"{'minutes_trend': 1.1176, 'usage_trend': 0.955, 'team_usage': 1.06, 'rest': 1.02, 'home': 1.01, 'opp_def': 0.97, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, tough defense, fast pace, high variance, market divergence",28.4,26.4,24.666666666666668,UP,9.395034149308168,0.7,0.6666666666666666,1,4,0,0,Walker Kessler (Injury/Illness - Left Shoulder; Injury Recovery); Elijah Harkless (G League - Two-Way); John Tonje (G League - Two-Way); Georges Niang (Injury/Illness - Left Foot; fourth metatarsal stress reaction),,,Teammates OUT: 4,OVER,-104,0.0712,0.0345,0.396,1.0,1.15,0.4176,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,DET @ UTA
d1fb36bbd833e915:pra:33.5:over,d1fb36bbd833e915,Shaedon Sharpe,pra,over,33.5,d634cf294ef9b80b7fabb5ab9f52173d,POR,LAC,2025-12-27T03:10:00Z,POR,LAC,True,4,False,40.54,0.6542,0.8879,1.0,0.5061,0.113,0.855,HIGH,"{'minutes_trend': 1.0719, 'usage_trend': 1.0394, 'team_usage': 1.08, 'rest': 1.02, 'home': 1.01, 'opp_def': 1.03, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, soft defense, fast pace, market divergence",32.6,31.0,29.8,UP,5.792715732327589,0.4,0.4,-3,7,0,2,Blake Wesley (Injury/Illness - Right Foot; Fracture); Matisse Thybulle (Injury/Illness - Left Thumb; Ligament Tear); Jrue Holiday (Injury/Illness - Right Calf; Strain); Scoot Henderson (Injury/Illness - Left Hamstring; Tear); Jerami Grant (Injury/Illness - Left Achilles; Tendonitis); Javonte Cooke (G League - Two-Way); Damian Lillard (Injury/Illness - Left Achilles Tendon; Injury Management),,Robert Williams III (Injury/Illness - Left Knee; Injury Management); Kris Murray (Injury/Illness - Right Cervical; Soreness),Teammates OUT: 7,OVER,-118,0.0696,0.0315,0.372,1.05,1.0,0.1729,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,LAC @ POR
caf164737a209e3b:rebounds:9.5:over,caf164737a209e3b,Andre Drummond,rebounds,over,9.5,42968c17840b14e2b40f2f6274d22367,CHI,PHI,2025-12-27T00:40:00Z,CHI,PHI,True,4,False,12.5,0.6174,0.7529,0.9799,0.4621,0.1224,0.7866,HIGH,"{'minutes_trend': 1.0385, 'usage_trend': 1.002, 'team_usage': 1.065, 'rest': 1.02, 'home': 1.01, 'pace': 1.02}","minutes trend, usage trend, usage boost (injuries), extra rest, home, fast pace, high variance, market divergence",11.4,8.8,9.866666666666667,UP,4.391911757866827,0.6,0.6,4,4,1,0,Lachlan Olbrich (G League - Two-Way); Emanuel Miller (G League - Two-Way); Trentyn Flowers (G League - Two-Way); Noa Essengue (Injury/Illness - Left Shoulder; Surgery),Patrick Williams (Injury/Illness - N/a; Illness),,Teammates OUT: 4; Teammates Q: 1,OVER,102,0.0713,0.0328,0.384,0.95,1.15,0.4623,-150,150,-120,120,0.65,,global,1.7,-0.3,,,,1766780827.409724,odds_api,PHI @ CHI
