report_date,player,player_team,opponent,home_away,matchup,prop_type,line,over_odds,bookmaker,season_avg,recent_5_avg,median,std_dev,min,max,games_analyzed,times_over,times_under,times_push,over_rate_pct,is_back_to_back,days_rest,recent_mins_avg,season_mins_avg,minutes_factor,opp_defense_factor,opp_defense_rank,team_pace_factor,opp_pace_factor,combined_pace,vegas_game_total,blowout_risk,model_projection,base_projection,edge_pct,confidence_pct,recommended_pick,context_flags,adj_defense_pct,adj_location_pct,adj_b2b_pct,adj_pace_pct,adj_game_total_pct,adj_blowout_pct,adj_minutes_pct
12-06-2025,Andrew Wiggins,MIA,ORL,AWAY,MIA @ ORL,rebounds,5.5,126,fanduel,5.1,5.6,5.0,2.34,2.0,9.0,20,9,11,0,45.0,True,2,33.4,33.1,1.009,0.974,22,1.04,1.003,1.021,241.5,LOW,4.4,4.9,-19.8,43.0,UNDER,⚠️ B2B,-2.6,-2.5,-8.0,2.1,0.0,0.0,0.9
12-06-2025,Kris Dunn,LAC,MIN,AWAY,LAC @ MIN,points,7.5,106,fanduel,7.7,7.4,7.0,4.26,0.0,19.0,23,11,12,0,47.8,True,2,26.2,25.9,1.011,0.989,17,0.976,1.005,0.99,227.5,MEDIUM,6.0,6.9,-19.7,36.0,UNDER,⚠️ B2B,-1.1,-2.5,-8.0,-1.0,0.3,-2.0,1.1
12-06-2025,Ivica Zubac,LAC,MIN,AWAY,LAC @ MIN,assists,2.5,-121,draftkings,2.7,3.4,2.0,1.61,0.0,6.0,23,11,12,0,47.8,True,2,35.2,32.6,1.079,0.973,19,0.976,1.005,0.99,227.5,MEDIUM,2.0,2.2,-19.6,48.0,UNDER,⚠️ B2B | ⏰ MINS UP,-2.7,-2.5,-8.0,-1.0,0.0,-2.0,7.9
12-06-2025,Naz Reid,MIN,LAC,HOME,LAC @ MIN,assists,2.5,-104,draftkings,2.4,4.0,2.0,1.5,0.0,6.0,22,8,14,0,36.4,False,2,29.4,25.5,1.151,1.021,9,1.005,0.976,0.99,227.5,MEDIUM,2.0,1.8,-19.5,69.0,UNDER,⏰ MINS UP,2.1,2.5,0.0,-1.0,0.0,-2.0,10.0
12-06-2025,Kevin Durant,HOU,DAL,AWAY,HOU @ DAL,points,26.5,-102,fanduel,25.2,24.4,24.5,6.97,11.0,37.0,18,7,11,0,38.9,True,2,33.8,35.6,0.951,0.991,16,0.985,1.001,0.993,220.5,MEDIUM,21.3,26.1,-19.5,59.0,UNDER,⚠️ B2B,-0.9,-2.5,-8.0,-0.7,-0.6,-2.0,-4.9
12-06-2025,Carlton Carrington,WAS,ATL,HOME,ATL @ WAS,assists,4.5,-122,fanduel,4.0,3.8,3.0,2.35,1.0,11.0,21,9,12,0,42.9,False,2,24.8,25.2,0.983,1.009,12,1.015,1.007,1.011,237.5,MEDIUM,3.6,3.6,-19.4,55.0,UNDER,,0.9,2.5,0.0,1.1,0.0,-2.0,-1.7
12-06-2025,Cam Whitmore,WAS,ATL,HOME,ATL @ WAS,points,11.5,-111,fanduel,9.2,6.6,8.0,6.25,0.0,20.0,21,6,15,0,28.6,False,2,15.8,16.9,0.937,1.012,10,1.015,1.007,1.011,237.5,MEDIUM,9.3,9.5,-19.1,54.0,UNDER,📈 HIGH TOTAL | ⏰ MINS DOWN,1.2,2.5,0.0,1.1,1.7,-2.0,-6.3
12-06-2025,P.J. Washington,DAL,HOU,HOME,HOU @ DAL,pra,21.5,-114,draftkings,26.1,29.8,27.0,8.05,6.0,44.0,19,15,4,0,78.9,False,2,34.2,31.6,1.083,0.945,26,1.001,0.985,0.993,220.5,MEDIUM,25.6,25.2,18.9,76.0,OVER,🛡️ TOUGH DEF | ⏰ MINS UP,-5.5,2.5,0.0,-0.7,-0.6,-2.0,8.3
12-06-2025,Myles Turner,MIL,DET,AWAY,MIL @ DET,assists,1.5,130,betmgm,1.8,1.8,2.0,1.1,0.0,5.0,24,14,10,0,58.3,True,2,24.2,28.8,0.842,0.897,29,0.991,1.002,0.996,224.5,HIGH,1.8,2.6,18.8,54.0,OVER,🛡️ TOUGH DEF | ⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,-10.3,-2.5,-8.0,-0.4,0.0,-5.0,-10.0
12-06-2025,Kyshawn George,WAS,ATL,HOME,ATL @ WAS,points,15.5,-111,fanduel,15.2,11.4,15.0,7.8,5.0,34.0,19,8,11,0,42.1,False,2,31.0,31.2,0.995,1.012,10,1.015,1.007,1.011,237.5,MEDIUM,18.4,17.7,18.8,65.0,OVER,📈 HIGH TOTAL,1.2,2.5,0.0,1.1,1.7,-2.0,-0.5
12-06-2025,P.J. Washington,DAL,HOU,HOME,HOU @ DAL,rebounds,6.5,116,fanduel,7.8,8.8,8.0,2.71,0.0,12.0,19,15,4,0,78.9,False,2,34.2,31.6,1.083,0.892,30,1.001,0.985,0.993,220.5,MEDIUM,7.7,8.0,18.6,76.0,OVER,🛡️ TOUGH DEF | ⏰ MINS UP,-10.8,2.5,0.0,-0.7,0.0,-2.0,8.3
12-06-2025,Amen Thompson,HOU,DAL,AWAY,HOU @ DAL,assists,5.5,-148,fanduel,5.0,4.6,5.0,2.61,1.0,9.0,20,9,11,0,45.0,True,2,35.0,36.0,0.971,0.961,22,0.985,1.001,0.993,220.5,MEDIUM,4.5,5.5,-18.5,57.0,UNDER,⚠️ B2B,-3.9,-2.5,-8.0,-0.7,0.0,-2.0,-2.9
12-06-2025,Luke Kennard,ATL,WAS,AWAY,ATL @ WAS,assists,2.5,137,draftkings,2.3,2.6,2.0,1.32,0.0,5.0,21,8,13,0,38.1,True,2,17.4,20.7,0.842,1.113,2,1.007,1.015,1.011,237.5,MEDIUM,2.0,2.3,-18.1,65.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS DOWN,11.3,-2.5,-8.0,1.1,0.0,-2.0,-10.0
12-06-2025,Caris LeVert,DET,MIL,HOME,MIL @ DET,pra,14.5,-106,fanduel,13.8,12.0,13.0,6.07,6.0,23.0,17,8,9,0,47.1,True,2,22.4,20.2,1.107,1.027,8,1.002,0.991,0.996,224.5,HIGH,11.9,11.8,-18.0,54.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS UP,2.7,2.5,-8.0,-0.4,-0.1,-5.0,10.0
12-06-2025,Naz Reid,MIN,LAC,HOME,LAC @ MIN,rebounds,5.5,-125,fanduel,5.7,5.4,5.0,2.81,2.0,12.0,22,9,13,0,40.9,False,2,29.4,25.5,1.151,0.988,18,1.005,0.976,0.99,227.5,MEDIUM,6.5,6.0,17.9,40.0,OVER,⏰ MINS UP,-1.2,2.5,0.0,-1.0,0.0,-2.0,10.0
12-06-2025,Russell Westbrook,SAC,MIA,AWAY,SAC @ MIA,rebounds,7.5,120,fanduel,7.0,7.4,7.0,3.89,0.0,16.0,22,9,13,0,40.9,False,2,28.2,28.2,1.001,1.089,3,1.002,1.04,1.021,241.5,MEDIUM,6.2,5.8,-17.8,66.0,UNDER,💥 SMASH SPOT,8.9,-2.5,0.0,2.1,0.0,-2.0,0.1
12-06-2025,Mike Conley,MIN,LAC,HOME,LAC @ MIN,points,4.5,106,fanduel,5.5,4.0,5.0,2.77,0.0,10.0,22,16,6,0,72.7,False,2,15.4,19.4,0.795,1.0,14,1.005,0.976,0.99,227.5,MEDIUM,5.3,5.9,17.7,70.0,OVER,⏰ MINS DOWN,-0.0,2.5,0.0,-1.0,0.3,-2.0,-10.0
12-06-2025,Zach LaVine,SAC,MIA,AWAY,SAC @ MIA,pra,25.5,-111,fanduel,25.2,19.8,27.5,10.69,4.0,42.0,20,10,10,0,50.0,False,2,31.4,33.2,0.947,1.025,12,1.002,1.04,1.021,241.5,MEDIUM,30.0,31.0,17.6,60.0,OVER,📈 HIGH TOTAL | ⏰ MINS DOWN,2.5,-2.5,0.0,2.1,2.2,-2.0,-5.3
12-06-2025,C.J. McCollum,WAS,ATL,HOME,ATL @ WAS,points,20.5,-111,fanduel,18.1,23.4,17.0,11.11,3.0,46.0,21,7,14,0,33.3,False,2,31.6,29.8,1.062,1.012,10,1.015,1.007,1.011,237.5,MEDIUM,17.0,15.3,-17.2,64.0,UNDER,📈 HIGH TOTAL | ⏰ MINS UP,1.2,2.5,0.0,1.1,1.7,-2.0,6.2
12-06-2025,Ryan Rollins,MIL,DET,AWAY,MIL @ DET,points,19.5,-111,fanduel,17.8,15.0,16.0,7.08,9.0,32.0,24,10,14,0,41.7,True,2,35.2,32.7,1.078,0.977,22,0.991,1.002,0.996,224.5,HIGH,16.2,18.1,-17.0,49.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS UP,-2.3,-2.5,-8.0,-0.4,-0.1,-5.0,7.8
12-06-2025,Darius Garland,CLE,GSW,HOME,GSW @ CLE,rebounds,2.5,-106,fanduel,2.8,2.6,2.0,1.49,1.0,5.0,8,3,5,0,37.5,False,2,29.8,27.8,1.074,1.002,13,1.003,0.998,1.001,229.5,MEDIUM,2.9,2.7,16.8,52.0,OVER,⏰ MINS UP,0.2,2.5,0.0,0.1,0.0,-2.0,7.4
12-06-2025,Jabari Smith Jr,HOU,DAL,AWAY,HOU @ DAL,pra,23.5,-115,fanduel,23.0,20.8,21.0,5.78,15.0,36.0,19,7,12,0,36.8,True,2,32.8,33.1,0.992,1.012,16,0.985,1.001,0.993,220.5,MEDIUM,19.6,22.5,-16.6,57.0,UNDER,⚠️ B2B,1.2,-2.5,-8.0,-0.7,-0.6,-2.0,-0.8
12-06-2025,Ron Holland,DET,MIL,HOME,MIL @ DET,rebounds,3.5,144,fanduel,3.3,2.2,3.0,2.12,0.0,7.0,23,11,12,0,47.8,True,2,17.2,21.1,0.814,1.04,8,1.002,0.991,0.996,224.5,HIGH,2.9,3.5,-16.5,51.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,4.0,2.5,-8.0,-0.4,0.0,-5.0,-10.0
12-06-2025,Jaden McDaniels,MIN,LAC,HOME,LAC @ MIN,pra,20.5,100,fanduel,22.9,20.6,23.0,5.97,12.0,38.0,21,12,9,0,57.1,False,2,31.4,31.9,0.986,1.002,14,1.005,0.976,0.99,227.5,MEDIUM,23.9,24.2,16.4,47.0,OVER,,0.2,2.5,0.0,-1.0,0.3,-2.0,-1.4
12-06-2025,Carlton Carrington,WAS,ATL,HOME,ATL @ WAS,rebounds,3.5,-136,fanduel,3.5,3.0,3.0,1.78,0.0,7.0,21,10,11,0,47.6,False,2,24.8,25.2,0.983,1.044,7,1.015,1.007,1.011,237.5,MEDIUM,4.1,3.9,16.2,58.0,OVER,,4.4,2.5,0.0,1.1,0.0,-2.0,-1.7
12-06-2025,Jaden Ivey,DET,MIL,HOME,MIL @ DET,rebounds,2.5,-162,fanduel,2.4,2.2,2.5,2.07,0.0,6.0,8,4,4,0,50.0,True,2,13.4,13.6,0.983,1.04,8,1.002,0.991,0.996,224.5,HIGH,2.1,2.3,-16.1,30.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,4.0,2.5,-8.0,-0.4,0.0,-5.0,-1.7
12-06-2025,Evan Mobley,CLE,GSW,HOME,GSW @ CLE,assists,4.5,130,fanduel,4.2,5.2,4.0,1.5,0.0,7.0,23,11,12,0,47.8,True,2,33.6,34.1,0.986,0.965,21,1.003,0.998,1.001,229.5,MEDIUM,3.8,4.3,-15.9,60.0,UNDER,⚠️ B2B,-3.5,2.5,-8.0,0.1,0.0,-2.0,-1.4
12-06-2025,Gary Trent Jr,MIL,DET,AWAY,MIL @ DET,assists,1.5,-118,betmgm,1.8,1.4,2.0,1.27,0.0,4.0,24,14,10,0,58.3,True,2,25.2,27.6,0.912,0.897,29,0.991,1.002,0.996,224.5,HIGH,1.7,2.5,15.7,55.0,OVER,🛡️ TOUGH DEF | ⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,-10.3,-2.5,-8.0,-0.4,0.0,-5.0,-8.8
12-06-2025,Josh Okogie,HOU,DAL,AWAY,HOU @ DAL,pra,11.5,-118,betmgm,10.2,8.2,11.0,5.23,1.0,19.0,20,9,11,0,45.0,True,2,19.2,20.8,0.921,1.012,16,0.985,1.001,0.993,220.5,MEDIUM,9.7,12.0,-15.6,53.0,UNDER,⚠️ B2B | ⏰ MINS DOWN,1.2,-2.5,-8.0,-0.7,-0.6,-2.0,-7.9
12-06-2025,Cade Cunningham,DET,MIL,HOME,MIL @ DET,rebounds,6.5,110,fanduel,6.4,7.2,6.0,3.07,1.0,13.0,20,9,11,0,45.0,True,2,37.4,36.7,1.019,1.04,8,1.002,0.991,0.996,224.5,HIGH,5.5,5.8,-15.6,46.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,4.0,2.5,-8.0,-0.4,0.0,-5.0,1.9
12-06-2025,Jalen Duren,DET,MIL,HOME,MIL @ DET,pra,32.5,-106,fanduel,32.1,26.8,31.5,10.26,12.0,49.0,20,9,11,0,45.0,True,2,29.2,29.0,1.007,1.027,8,1.002,0.991,0.996,224.5,HIGH,27.5,29.8,-15.4,58.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,2.7,2.5,-8.0,-0.4,-0.1,-5.0,0.7
12-06-2025,Gary Trent Jr,MIL,DET,AWAY,MIL @ DET,pra,14.5,-106,betonlineag,12.8,8.6,12.5,5.71,4.0,26.0,24,9,15,0,37.5,True,2,25.2,27.6,0.912,0.955,22,0.991,1.002,0.996,224.5,HIGH,12.3,16.6,-15.4,59.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,-4.5,-2.5,-8.0,-0.4,-0.1,-5.0,-8.8
12-06-2025,Cade Cunningham,DET,MIL,HOME,MIL @ DET,points,27.5,100,fanduel,27.7,26.4,27.5,8.44,12.0,46.0,20,10,10,0,50.0,True,2,37.4,36.7,1.019,1.024,8,1.002,0.991,0.996,224.5,HIGH,23.3,25.0,-15.4,56.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,2.4,2.5,-8.0,-0.4,-0.1,-5.0,1.9
12-06-2025,Dean Wade,CLE,GSW,HOME,GSW @ CLE,points,4.5,-128,fanduel,5.4,5.8,5.0,3.28,0.0,12.0,22,13,9,0,59.1,True,2,22.0,22.4,0.984,0.958,27,1.003,0.998,1.001,229.5,MEDIUM,5.2,5.9,15.0,63.0,OVER,🛡️ TOUGH DEF | ⚠️ B2B,-4.2,2.5,-8.0,0.1,0.6,-2.0,-1.6
12-06-2025,Max Christie,DAL,HOU,HOME,HOU @ DAL,assists,1.5,-125,betmgm,2.0,1.0,1.0,1.94,0.0,7.0,24,11,13,0,45.8,True,2,26.0,29.0,0.895,0.949,25,1.001,0.985,0.993,220.5,MEDIUM,1.7,2.2,15.0,48.0,OVER,⚠️ B2B | ⏰ MINS DOWN,-5.1,2.5,-8.0,-0.7,0.0,-2.0,-10.0
12-06-2025,Russell Westbrook,SAC,MIA,AWAY,SAC @ MIA,pra,28.5,-118,fanduel,27.4,26.8,28.0,11.32,7.0,49.0,22,11,11,0,50.0,False,2,28.2,28.2,1.001,1.025,12,1.002,1.04,1.021,241.5,MEDIUM,24.2,23.7,-15.0,56.0,UNDER,📈 HIGH TOTAL,2.5,-2.5,0.0,2.1,2.2,-2.0,0.1
12-06-2025,James Harden,LAC,MIN,AWAY,LAC @ MIN,points,24.5,-108,fanduel,26.5,21.6,26.0,9.9,11.0,55.0,22,12,10,0,54.5,True,2,34.0,35.3,0.964,0.989,17,0.976,1.005,0.99,227.5,MEDIUM,20.8,25.0,-15.0,56.0,UNDER,⚠️ B2B,-1.1,-2.5,-8.0,-1.0,0.3,-2.0,-3.6
12-06-2025,Andrew Wiggins,MIA,ORL,AWAY,MIA @ ORL,pra,25.5,-120,fanduel,24.9,26.4,24.5,7.0,14.0,41.0,20,7,13,0,35.0,True,2,33.4,33.1,1.009,0.965,19,1.04,1.003,1.021,241.5,LOW,21.7,23.8,-14.9,54.0,UNDER,⚠️ B2B | 📈 HIGH TOTAL,-3.5,-2.5,-8.0,2.1,2.2,0.0,0.9
12-06-2025,Terrence Shannon Jr.,MIN,LAC,HOME,LAC @ MIN,pra,6.5,-111,betonlineag,7.7,9.4,5.0,6.65,1.0,21.0,13,6,7,0,46.2,False,2,12.6,14.2,0.89,1.002,14,1.005,0.976,0.99,227.5,MEDIUM,7.5,8.3,14.9,44.0,OVER,⏰ MINS DOWN,0.2,2.5,0.0,-1.0,0.3,-2.0,-10.0
12-06-2025,James Harden,LAC,MIN,AWAY,LAC @ MIN,assists,8.5,116,fanduel,8.4,8.2,8.0,3.33,1.0,14.0,22,10,12,0,45.5,True,2,34.0,35.3,0.964,0.973,19,0.976,1.005,0.99,227.5,MEDIUM,7.3,8.9,-14.5,47.0,UNDER,⚠️ B2B,-2.7,-2.5,-8.0,-1.0,0.0,-2.0,-3.6
12-06-2025,Evan Mobley,CLE,GSW,HOME,GSW @ CLE,rebounds,9.5,-132,fanduel,9.1,10.6,9.0,2.7,5.0,14.0,23,11,12,0,47.8,True,2,33.6,34.1,0.986,1.002,13,1.003,0.998,1.001,229.5,MEDIUM,8.1,8.9,-14.4,50.0,UNDER,⚠️ B2B,0.2,2.5,-8.0,0.1,0.0,-2.0,-1.4
12-06-2025,Darius Garland,CLE,GSW,HOME,GSW @ CLE,points,16.5,-106,fanduel,13.6,14.0,13.0,6.16,6.0,21.0,8,3,5,0,37.5,False,2,29.8,27.8,1.074,0.958,27,1.003,0.998,1.001,229.5,MEDIUM,14.2,13.6,-14.2,49.0,UNDER,🛡️ TOUGH DEF | ⏰ MINS UP,-4.2,2.5,0.0,0.1,0.6,-2.0,7.4
12-06-2025,P.J. Washington,DAL,HOU,HOME,HOU @ DAL,points,13.5,-115,fanduel,16.0,18.8,15.0,6.62,6.0,29.0,19,14,5,0,73.7,False,2,34.2,31.6,1.083,0.969,26,1.001,0.985,0.993,220.5,MEDIUM,15.4,14.8,14.1,70.0,OVER,🛡️ TOUGH DEF | ⏰ MINS UP,-3.1,2.5,0.0,-0.7,-0.6,-2.0,8.3
12-06-2025,Jaime Jaquez Jr,MIA,ORL,AWAY,MIA @ ORL,pra,26.5,-122,fanduel,26.3,18.4,24.0,8.96,13.0,43.0,22,9,13,0,40.9,True,2,25.2,29.1,0.865,0.965,19,1.04,1.003,1.021,241.5,LOW,22.8,28.0,-14.1,48.0,UNDER,⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS DOWN,-3.5,-2.5,-8.0,2.1,2.2,0.0,-10.0
12-06-2025,Will Richard,GSW,CLE,AWAY,GSW @ CLE,points,8.5,-130,fanduel,8.1,8.0,6.0,6.59,0.0,30.0,21,8,13,0,38.1,False,2,23.0,18.8,1.226,1.001,12,0.998,1.003,1.001,229.5,MEDIUM,7.3,6.9,-14.1,53.0,UNDER,⏰ MINS UP,0.1,-2.5,0.0,0.1,0.6,-2.0,10.0
12-06-2025,Brandon Williams,DAL,HOU,HOME,HOU @ DAL,pra,12.5,-240,bovada,17.0,15.0,17.5,8.51,1.0,31.0,22,16,6,0,72.7,True,2,20.2,21.5,0.938,0.945,26,1.001,0.985,0.993,220.5,MEDIUM,10.8,13.3,-14.0,72.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B | ⏰ MINS DOWN,-5.5,2.5,-8.0,-0.7,-0.6,-2.0,-6.2
12-06-2025,Naji Marshall,DAL,HOU,HOME,HOU @ DAL,rebounds,4.5,-122,fanduel,5.1,5.6,5.0,2.34,1.0,9.0,24,16,8,0,66.7,True,2,31.6,27.5,1.149,0.892,30,1.001,0.985,0.993,220.5,MEDIUM,3.9,4.3,-14.0,69.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B | ⏰ MINS UP,-10.8,2.5,-8.0,-0.7,0.0,-2.0,10.0
12-06-2025,Onyeka Okongwu,ATL,WAS,AWAY,ATL @ WAS,points,19.5,102,fanduel,15.8,13.6,15.0,6.31,7.0,32.0,23,7,16,0,30.4,True,2,35.8,30.6,1.17,1.082,1,1.007,1.015,1.011,237.5,MEDIUM,16.8,15.6,-13.9,61.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,8.2,-2.5,-8.0,1.1,1.7,-2.0,10.0
12-06-2025,Vit Krejci,ATL,WAS,AWAY,ATL @ WAS,rebounds,2.5,-157,betrivers,2.3,2.8,2.0,1.17,0.0,5.0,20,9,11,0,45.0,True,2,22.6,23.2,0.976,1.131,1,1.007,1.015,1.011,237.5,MEDIUM,2.2,2.2,-13.7,47.0,UNDER,💥 SMASH SPOT | ⚠️ B2B,13.1,-2.5,-8.0,1.1,0.0,-2.0,-2.4
12-06-2025,Jalen Duren,DET,MIL,HOME,MIL @ DET,points,18.5,-106,fanduel,18.9,15.0,19.0,7.42,6.0,33.0,20,11,9,0,55.0,True,2,29.2,29.0,1.007,1.024,8,1.002,0.991,0.996,224.5,HIGH,16.0,17.4,-13.5,56.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,2.4,2.5,-8.0,-0.4,-0.1,-5.0,0.7
12-06-2025,Reed Sheppard,HOU,DAL,AWAY,HOU @ DAL,pra,19.5,-106,fanduel,19.5,22.0,17.0,8.27,12.0,45.0,20,7,13,0,35.0,True,2,28.0,25.2,1.113,1.012,16,0.985,1.001,0.993,220.5,MEDIUM,16.9,17.5,-13.3,61.0,UNDER,⚠️ B2B | ⏰ MINS UP,1.2,-2.5,-8.0,-0.7,-0.6,-2.0,10.0
12-06-2025,Nickeil Alexander-Walker,ATL,WAS,AWAY,ATL @ WAS,points,21.5,-102,fanduel,20.8,28.2,20.0,7.68,8.0,38.0,22,8,14,0,36.4,True,2,35.8,32.9,1.089,1.082,1,1.007,1.015,1.011,237.5,MEDIUM,18.6,17.5,-13.3,72.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,8.2,-2.5,-8.0,1.1,1.7,-2.0,8.9
12-06-2025,Kawhi Leonard,LAC,MIN,AWAY,LAC @ MIN,rebounds,4.5,-142,fanduel,5.7,6.4,5.0,2.1,3.0,10.0,13,9,4,0,69.2,True,2,31.6,31.8,0.995,0.997,15,0.976,1.005,0.99,227.5,MEDIUM,5.1,5.9,13.3,52.0,OVER,⚠️ B2B,-0.3,-2.5,-8.0,-1.0,0.0,-2.0,-0.5
12-06-2025,Kevin Durant,HOU,DAL,AWAY,HOU @ DAL,rebounds,5.5,112,fanduel,5.0,6.2,5.0,2.2,1.0,9.0,18,6,12,0,33.3,True,2,33.8,35.6,0.951,1.108,2,0.985,1.001,0.993,220.5,MEDIUM,4.8,5.2,-13.1,67.0,UNDER,💥 SMASH SPOT | ⚠️ B2B,10.8,-2.5,-8.0,-0.7,0.0,-2.0,-4.9
12-06-2025,Jalen Duren,DET,MIL,HOME,MIL @ DET,rebounds,11.5,-118,fanduel,11.3,10.6,11.0,4.52,6.0,22.0,20,9,11,0,45.0,True,2,29.2,29.0,1.007,1.04,8,1.002,0.991,0.996,224.5,HIGH,10.0,10.7,-13.1,54.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,4.0,2.5,-8.0,-0.4,0.0,-5.0,0.7
12-06-2025,James Harden,LAC,MIN,AWAY,LAC @ MIN,pra,37.5,-113,fanduel,40.3,34.4,40.5,12.6,16.0,66.0,22,14,8,0,63.6,True,2,34.0,35.3,0.964,0.987,17,0.976,1.005,0.99,227.5,MEDIUM,32.6,39.2,-13.1,64.0,UNDER,⚠️ B2B,-1.3,-2.5,-8.0,-1.0,0.3,-2.0,-3.6
12-06-2025,Cade Cunningham,DET,MIL,HOME,MIL @ DET,pra,42.5,-108,fanduel,43.2,42.2,41.5,10.47,21.0,69.0,20,9,11,0,45.0,True,2,37.4,36.7,1.019,1.027,8,1.002,0.991,0.996,224.5,HIGH,37.0,39.6,-13.0,61.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,2.7,2.5,-8.0,-0.4,-0.1,-5.0,1.9
12-06-2025,Reed Sheppard,HOU,DAL,AWAY,HOU @ DAL,assists,3.5,-113,fanduel,3.3,3.6,3.0,1.95,1.0,8.0,20,8,12,0,40.0,True,2,28.0,25.2,1.113,0.961,22,0.985,1.001,0.993,220.5,MEDIUM,3.0,3.3,-13.0,47.0,UNDER,⚠️ B2B | ⏰ MINS UP,-3.9,-2.5,-8.0,-0.7,0.0,-2.0,10.0
12-06-2025,Evan Mobley,CLE,GSW,HOME,GSW @ CLE,pra,32.5,-104,fanduel,32.2,35.8,32.0,6.76,19.0,45.0,23,11,12,0,47.8,True,2,33.6,34.1,0.986,0.971,27,1.003,0.998,1.001,229.5,MEDIUM,28.3,31.8,-12.9,54.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B,-2.9,2.5,-8.0,0.1,0.6,-2.0,-1.4
12-06-2025,John Collins,LAC,MIN,AWAY,LAC @ MIN,pra,19.5,-109,betonlineag,17.9,21.2,18.0,5.35,6.0,26.0,23,8,15,0,34.8,True,2,30.2,27.0,1.12,0.987,17,0.976,1.005,0.99,227.5,MEDIUM,17.0,17.9,-12.9,59.0,UNDER,⚠️ B2B | ⏰ MINS UP,-1.3,-2.5,-8.0,-1.0,0.3,-2.0,10.0
12-06-2025,Gary Trent Jr,MIL,DET,AWAY,MIL @ DET,points,10.5,-102,fanduel,9.6,6.2,10.0,5.03,2.0,20.0,24,12,12,0,50.0,True,2,25.2,27.6,0.912,0.977,22,0.991,1.002,0.996,224.5,HIGH,9.1,12.1,-12.9,49.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,-2.3,-2.5,-8.0,-0.4,-0.1,-5.0,-8.8
12-06-2025,Jabari Smith Jr,HOU,DAL,AWAY,HOU @ DAL,rebounds,6.5,-132,fanduel,6.3,4.6,6.0,2.56,2.0,11.0,19,9,10,0,47.4,True,2,32.8,33.1,0.992,1.108,2,0.985,1.001,0.993,220.5,MEDIUM,5.7,5.9,-12.9,66.0,UNDER,💥 SMASH SPOT | ⚠️ B2B,10.8,-2.5,-8.0,-0.7,0.0,-2.0,-0.8
