report_date,player,player_team,opponent,home_away,matchup,prop_type,line,over_odds,bookmaker,season_avg,recent_5_avg,median,std_dev,min,max,games_analyzed,times_over,times_under,times_push,over_rate_pct,is_back_to_back,days_rest,recent_mins_avg,season_mins_avg,minutes_factor,opp_defense_factor,opp_defense_rank,team_pace_factor,opp_pace_factor,combined_pace,vegas_game_total,blowout_risk,model_projection,base_projection,edge_pct,confidence_pct,recommended_pick,context_flags,adj_defense_pct,adj_location_pct,adj_b2b_pct,adj_pace_pct,adj_game_total_pct,adj_blowout_pct,adj_minutes_pct
12-06-2025,Rudy Gobert,MIN,LAC,HOME,LAC @ MIN,pra,21.5,-115,draftkings,23.5,26.4,24.0,8.07,10.0,41.0,22,12,10,0,54.5,False,2,29.6,31.7,0.933,1.002,14,1.005,0.976,0.99,227.5,MEDIUM,18.8,20.1,-12.8,62.0,UNDER,⏰ MINS DOWN,0.2,2.5,0.0,-1.0,0.3,-2.0,-6.7
12-06-2025,Nicolas Batum,LAC,MIN,AWAY,LAC @ MIN,rebounds,3.5,130,draftkings,2.7,2.4,3.0,1.61,0.0,6.0,23,6,17,0,26.1,True,2,24.4,19.4,1.255,0.997,15,0.976,1.005,0.99,227.5,MEDIUM,3.1,3.2,-12.7,60.0,UNDER,⚠️ B2B | ⏰ MINS UP,-0.3,-2.5,-8.0,-1.0,0.0,-2.0,10.0
12-06-2025,De'Andre Hunter,CLE,GSW,HOME,GSW @ CLE,pra,20.5,-118,fanduel,23.3,16.2,24.0,7.12,12.0,35.0,20,13,7,0,65.0,True,2,27.6,28.6,0.967,0.971,27,1.003,0.998,1.001,229.5,MEDIUM,23.1,26.4,12.5,65.0,OVER,🛡️ TOUGH DEF | ⚠️ B2B,-2.9,2.5,-8.0,0.1,0.6,-2.0,-3.3
12-06-2025,Donte DiVincenzo,MIN,LAC,HOME,LAC @ MIN,assists,3.5,-136,fanduel,3.6,4.4,4.0,1.76,1.0,8.0,22,12,10,0,54.5,False,2,32.8,31.5,1.043,1.021,9,1.005,0.976,0.99,227.5,MEDIUM,3.9,3.7,12.0,53.0,OVER,,2.1,2.5,0.0,-1.0,0.0,-2.0,4.3
12-06-2025,Cam Whitmore,WAS,ATL,HOME,ATL @ WAS,rebounds,3.5,106,fanduel,2.8,2.6,3.0,2.17,0.0,7.0,21,7,14,0,33.3,False,2,15.8,16.9,0.937,1.044,7,1.015,1.007,1.011,237.5,MEDIUM,3.1,3.1,-12.0,63.0,UNDER,⏰ MINS DOWN,4.4,2.5,0.0,1.1,0.0,-2.0,-6.3
12-06-2025,Duncan Robinson,DET,MIL,HOME,MIL @ DET,pra,16.5,-102,betonlineag,17.8,18.2,19.0,6.21,2.0,28.0,21,12,9,0,57.1,True,2,33.0,32.0,1.03,1.027,8,1.002,0.991,0.996,224.5,HIGH,14.5,15.4,-11.9,58.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,2.7,2.5,-8.0,-0.4,-0.1,-5.0,3.0
12-06-2025,Andrew Wiggins,MIA,ORL,AWAY,MIA @ ORL,points,17.5,-102,fanduel,16.9,17.6,17.0,6.1,6.0,31.0,20,8,12,0,40.0,True,2,33.4,33.1,1.009,0.984,19,1.04,1.003,1.021,241.5,LOW,15.4,16.6,-11.8,44.0,UNDER,⚠️ B2B | 📈 HIGH TOTAL,-1.6,-2.5,-8.0,2.1,2.2,0.0,0.9
12-06-2025,Jabari Smith Jr,HOU,DAL,AWAY,HOU @ DAL,points,14.5,-113,fanduel,14.9,14.4,15.0,4.53,5.0,25.0,19,11,8,0,57.9,True,2,32.8,33.1,0.992,0.991,16,0.985,1.001,0.993,220.5,MEDIUM,12.8,15.0,-11.8,40.0,UNDER,⚠️ B2B,-0.9,-2.5,-8.0,-0.7,-0.6,-2.0,-0.8
12-06-2025,Jaime Jaquez Jr,MIA,ORL,AWAY,MIA @ ORL,points,15.5,100,fanduel,15.3,10.6,13.5,7.02,4.0,31.0,22,10,12,0,45.5,True,2,25.2,29.1,0.865,0.984,19,1.04,1.003,1.021,241.5,LOW,13.7,16.5,-11.7,40.0,UNDER,⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS DOWN,-1.6,-2.5,-8.0,2.1,2.2,0.0,-10.0
12-06-2025,Ivica Zubac,LAC,MIN,AWAY,LAC @ MIN,rebounds,10.5,-142,fanduel,11.6,11.8,11.0,3.87,5.0,19.0,23,15,8,0,65.2,True,2,35.2,32.6,1.079,0.997,15,0.976,1.005,0.99,227.5,MEDIUM,9.3,9.9,-11.7,64.0,UNDER,⚠️ B2B | ⏰ MINS UP,-0.3,-2.5,-8.0,-1.0,0.0,-2.0,7.9
12-06-2025,Drew Eubanks,SAC,MIA,AWAY,SAC @ MIA,pra,7.5,-135,betmgm,9.2,7.0,8.0,6.27,2.0,27.0,22,13,9,0,59.1,False,2,13.0,15.5,0.839,1.025,12,1.002,1.04,1.021,241.5,MEDIUM,6.6,7.2,-11.7,53.0,UNDER,📈 HIGH TOTAL | ⏰ MINS DOWN,2.5,-2.5,0.0,2.1,2.2,-2.0,-10.0
12-06-2025,Jonathan Kuminga,GSW,CLE,AWAY,GSW @ CLE,pra,24.5,-118,fanduel,21.8,14.0,18.5,9.83,4.0,39.0,16,5,11,0,31.2,False,2,18.2,26.0,0.7,1.003,12,0.998,1.003,1.001,229.5,MEDIUM,21.6,24.9,-11.7,68.0,UNDER,⏰ MINS DOWN,0.3,-2.5,0.0,0.1,0.6,-2.0,-10.0
12-06-2025,C.J. McCollum,WAS,ATL,HOME,ATL @ WAS,pra,28.5,-111,fanduel,24.7,30.0,22.0,12.43,8.0,55.0,21,6,15,0,28.6,False,2,31.6,29.8,1.062,1.019,10,1.015,1.007,1.011,237.5,MEDIUM,25.2,22.5,-11.7,60.0,UNDER,📈 HIGH TOTAL | ⏰ MINS UP,1.9,2.5,0.0,1.1,1.7,-2.0,6.2
12-06-2025,Rudy Gobert,MIN,LAC,HOME,LAC @ MIN,assists,1.5,-111,draftkings,1.9,2.6,2.0,1.38,0.0,5.0,22,12,10,0,54.5,False,2,29.6,31.7,0.933,1.021,9,1.005,0.976,0.99,227.5,MEDIUM,1.3,1.4,-11.5,50.0,UNDER,⏰ MINS DOWN,2.1,2.5,0.0,-1.0,0.0,-2.0,-6.7
12-06-2025,Max Christie,DAL,HOU,HOME,HOU @ DAL,points,8.5,-130,fanduel,12.1,9.4,12.0,4.6,1.0,23.0,24,22,2,0,91.7,True,2,26.0,29.0,0.895,0.969,26,1.001,0.985,0.993,220.5,MEDIUM,9.5,11.9,11.4,73.0,OVER,🛡️ TOUGH DEF | ⚠️ B2B | ⏰ MINS DOWN,-3.1,2.5,-8.0,-0.7,-0.6,-2.0,-10.0
12-06-2025,Kawhi Leonard,LAC,MIN,AWAY,LAC @ MIN,assists,2.5,-166,fanduel,3.1,2.8,3.0,1.61,0.0,5.0,13,8,5,0,61.5,True,2,31.6,31.8,0.995,0.973,19,0.976,1.005,0.99,227.5,MEDIUM,2.8,3.3,11.3,51.0,OVER,⚠️ B2B,-2.7,-2.5,-8.0,-1.0,0.0,-2.0,-0.5
12-06-2025,Myles Turner,MIL,DET,AWAY,MIL @ DET,rebounds,5.5,-136,fanduel,5.9,2.8,6.5,2.58,2.0,11.0,24,14,10,0,58.3,True,2,24.2,28.8,0.842,0.969,23,0.991,1.002,0.996,224.5,HIGH,4.9,6.6,-11.1,54.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,-3.1,-2.5,-8.0,-0.4,0.0,-5.0,-10.0
12-06-2025,Zaccharie Risacher,ATL,WAS,AWAY,ATL @ WAS,pra,16.5,-122,fanduel,15.4,13.4,16.0,6.22,2.0,26.0,21,9,12,0,42.9,True,2,26.6,25.0,1.064,1.102,1,1.007,1.015,1.011,237.5,MEDIUM,14.7,13.9,-10.7,67.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,10.2,-2.5,-8.0,1.1,1.7,-2.0,6.4
12-06-2025,Donovan Mitchell,CLE,GSW,HOME,GSW @ CLE,pra,38.5,-122,fanduel,41.0,44.0,41.5,9.46,25.0,58.0,22,13,9,0,59.1,True,2,34.8,34.2,1.018,0.971,27,1.003,0.998,1.001,229.5,MEDIUM,34.4,37.4,-10.7,73.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B,-2.9,2.5,-8.0,0.1,0.6,-2.0,1.8
12-06-2025,Onyeka Okongwu,ATL,WAS,AWAY,ATL @ WAS,rebounds,8.5,100,fanduel,7.3,8.2,7.0,3.38,1.0,14.0,23,8,15,0,34.8,True,2,35.8,30.6,1.17,1.131,1,1.007,1.015,1.011,237.5,MEDIUM,9.4,8.5,10.6,69.0,OVER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,13.1,-2.5,-8.0,1.1,0.0,-2.0,10.0
12-06-2025,Jalen Johnson,ATL,WAS,AWAY,ATL @ WAS,pra,43.5,-115,fanduel,41.1,48.0,42.0,11.39,21.0,63.0,21,7,14,0,33.3,True,2,38.0,35.0,1.084,1.102,1,1.007,1.015,1.011,237.5,MEDIUM,39.0,36.1,-10.4,74.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,10.2,-2.5,-8.0,1.1,1.7,-2.0,8.4
12-06-2025,John Collins,LAC,MIN,AWAY,LAC @ MIN,points,12.5,-113,fanduel,12.2,14.4,12.0,4.83,2.0,21.0,23,11,12,0,47.8,True,2,30.2,27.0,1.12,0.989,17,0.976,1.005,0.99,227.5,MEDIUM,11.2,11.8,-10.3,35.0,UNDER,⚠️ B2B | ⏰ MINS UP,-1.1,-2.5,-8.0,-1.0,0.3,-2.0,10.0
12-06-2025,Vit Krejci,ATL,WAS,AWAY,ATL @ WAS,points,8.5,-122,fanduel,9.9,8.4,8.0,7.41,0.0,28.0,20,10,10,0,50.0,True,2,22.6,23.2,0.976,1.082,1,1.007,1.015,1.011,237.5,MEDIUM,7.6,8.0,-10.2,52.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL,8.2,-2.5,-8.0,1.1,1.7,-2.0,-2.4
12-06-2025,Zaccharie Risacher,ATL,WAS,AWAY,ATL @ WAS,rebounds,2.5,-158,fanduel,2.7,2.4,3.0,1.35,0.0,5.0,21,12,9,0,57.1,True,2,26.6,25.0,1.064,1.131,1,1.007,1.015,1.011,237.5,MEDIUM,2.2,2.1,-10.1,63.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,13.1,-2.5,-8.0,1.1,0.0,-2.0,6.4
12-06-2025,Simone Fontecchio,MIA,ORL,AWAY,MIA @ ORL,pra,15.5,-118,betmgm,14.3,12.0,13.5,4.36,6.0,23.0,22,9,13,0,40.9,True,2,17.2,19.0,0.907,0.965,19,1.04,1.003,1.021,241.5,LOW,13.9,17.0,-10.1,62.0,UNDER,⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS DOWN,-3.5,-2.5,-8.0,2.1,2.2,0.0,-9.3
12-06-2025,Bam Adebayo,MIA,ORL,AWAY,MIA @ ORL,rebounds,9.5,-106,fanduel,9.1,11.4,10.0,3.71,1.0,15.0,17,9,8,0,52.9,True,2,32.4,30.8,1.053,0.974,22,1.04,1.003,1.021,241.5,LOW,8.5,9.1,-10.0,45.0,UNDER,⚠️ B2B | ⏰ MINS UP,-2.6,-2.5,-8.0,2.1,0.0,0.0,5.3
12-06-2025,Ivica Zubac,LAC,MIN,AWAY,LAC @ MIN,pra,28.5,-122,fanduel,30.2,28.8,30.0,8.45,16.0,55.0,23,13,10,0,56.5,True,2,35.2,32.6,1.079,0.987,17,0.976,1.005,0.99,227.5,MEDIUM,25.7,27.6,-9.9,56.0,UNDER,⚠️ B2B | ⏰ MINS UP,-1.3,-2.5,-8.0,-1.0,0.3,-2.0,7.9
12-06-2025,Norman Powell,MIA,ORL,AWAY,MIA @ ORL,points,24.5,-104,fanduel,25.2,25.8,26.0,6.64,11.0,38.0,18,11,7,0,61.1,True,2,31.0,30.8,1.007,0.984,19,1.04,1.003,1.021,241.5,LOW,22.1,23.8,-9.8,50.0,UNDER,⚠️ B2B | 📈 HIGH TOTAL,-1.6,-2.5,-8.0,2.1,2.2,0.0,0.7
12-06-2025,Kawhi Leonard,LAC,MIN,AWAY,LAC @ MIN,points,23.5,-111,fanduel,25.8,30.0,27.0,8.17,10.0,39.0,13,8,5,0,61.5,True,2,31.6,31.8,0.995,0.989,17,0.976,1.005,0.99,227.5,MEDIUM,21.2,24.7,-9.7,51.0,UNDER,⚠️ B2B,-1.1,-2.5,-8.0,-1.0,0.3,-2.0,-0.5
12-06-2025,Brandin Podziemski,GSW,CLE,AWAY,GSW @ CLE,rebounds,4.5,-162,fanduel,4.6,4.8,5.0,2.02,0.0,9.0,23,12,11,0,52.2,False,2,25.4,28.0,0.906,1.0,14,0.998,1.003,1.001,229.5,MEDIUM,4.1,4.7,-9.6,48.0,UNDER,⏰ MINS DOWN,-0.0,-2.5,0.0,0.1,0.0,-2.0,-9.4
12-06-2025,Dean Wade,CLE,GSW,HOME,GSW @ CLE,pra,10.5,100,fanduel,10.9,11.0,12.0,5.62,1.0,25.0,22,12,10,0,54.5,True,2,22.0,22.4,0.984,0.971,27,1.003,0.998,1.001,229.5,MEDIUM,9.5,10.7,-9.4,48.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B,-2.9,2.5,-8.0,0.1,0.6,-2.0,-1.6
12-06-2025,C.J. McCollum,WAS,ATL,HOME,ATL @ WAS,rebounds,3.5,-102,fanduel,3.2,3.0,2.0,1.89,1.0,6.0,21,8,13,0,38.1,False,2,31.6,29.8,1.062,1.044,7,1.015,1.007,1.011,237.5,MEDIUM,3.8,3.4,9.4,47.0,OVER,⏰ MINS UP,4.4,2.5,0.0,1.1,0.0,-2.0,6.2
12-06-2025,Ausar Thompson,DET,MIL,HOME,MIL @ DET,rebounds,5.5,-122,fanduel,5.9,6.4,6.0,2.95,2.0,12.0,19,11,8,0,57.9,True,2,26.8,28.1,0.954,1.04,8,1.002,0.991,0.996,224.5,HIGH,6.0,6.8,9.4,53.0,OVER,⚠️ B2B | 💨 BLOWOUT RISK,4.0,2.5,-8.0,-0.4,0.0,-5.0,-4.6
12-06-2025,Nickeil Alexander-Walker,ATL,WAS,AWAY,ATL @ WAS,rebounds,3.5,-113,fanduel,3.5,4.8,3.0,1.65,1.0,8.0,22,8,14,0,36.4,True,2,35.8,32.9,1.089,1.131,1,1.007,1.015,1.011,237.5,MEDIUM,3.2,2.9,-9.3,63.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,13.1,-2.5,-8.0,1.1,0.0,-2.0,8.9
12-06-2025,Danny Wolf,BKN,NOP,HOME,NOP @ BKN,pra,16.5,-120,draftkings,13.6,20.6,13.0,11.61,0.0,30.0,8,3,5,0,37.5,False,2,23.0,15.4,1.496,1.073,2,0.976,1.009,0.992,226.5,HIGH,15.0,13.1,-9.3,48.0,UNDER,💥 SMASH SPOT | 💨 BLOWOUT RISK | ⏰ MINS UP,7.3,2.5,0.0,-0.8,0.2,-5.0,10.0
12-06-2025,Nickeil Alexander-Walker,ATL,WAS,AWAY,ATL @ WAS,pra,28.5,-115,fanduel,27.7,35.6,25.0,8.52,14.0,49.0,22,9,13,0,40.9,True,2,35.8,32.9,1.089,1.102,1,1.007,1.015,1.011,237.5,MEDIUM,25.9,23.9,-9.0,72.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,10.2,-2.5,-8.0,1.1,1.7,-2.0,8.9
12-06-2025,DeMar DeRozan,SAC,MIA,AWAY,SAC @ MIA,pra,25.5,-108,fanduel,24.4,23.2,25.0,9.18,8.0,44.0,22,10,12,0,45.5,False,2,32.6,32.7,0.996,1.025,12,1.002,1.04,1.021,241.5,MEDIUM,27.8,27.3,8.9,61.0,OVER,📈 HIGH TOTAL,2.5,-2.5,0.0,2.1,2.2,-2.0,-0.4
12-06-2025,De'Andre Hunter,CLE,GSW,HOME,GSW @ CLE,points,14.5,-115,fanduel,16.4,11.6,16.0,6.2,8.0,29.0,20,12,8,0,60.0,True,2,27.6,28.6,0.967,0.958,27,1.003,0.998,1.001,229.5,MEDIUM,15.8,18.3,8.8,54.0,OVER,🛡️ TOUGH DEF | ⚠️ B2B,-4.2,2.5,-8.0,0.1,0.6,-2.0,-3.3
12-06-2025,Onyeka Okongwu,ATL,WAS,AWAY,ATL @ WAS,assists,2.5,-144,draftkings,2.9,4.2,3.0,1.56,0.0,6.0,23,13,10,0,56.5,True,2,35.8,30.6,1.17,1.113,2,1.007,1.015,1.011,237.5,MEDIUM,2.7,2.5,8.8,52.0,OVER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,11.3,-2.5,-8.0,1.1,0.0,-2.0,10.0
12-06-2025,Norman Powell,MIA,ORL,AWAY,MIA @ ORL,pra,30.5,-115,fanduel,31.3,31.6,33.5,7.35,17.0,43.0,18,11,7,0,61.1,True,2,31.0,30.8,1.007,0.965,19,1.04,1.003,1.021,241.5,LOW,27.8,30.6,-8.7,44.0,UNDER,⚠️ B2B | 📈 HIGH TOTAL,-3.5,-2.5,-8.0,2.1,2.2,0.0,0.7
12-06-2025,Kris Dunn,LAC,MIN,AWAY,LAC @ MIN,rebounds,2.5,-128,draftkings,2.7,3.4,2.0,1.77,0.0,7.0,23,11,12,0,47.8,True,2,26.2,25.9,1.011,0.997,15,0.976,1.005,0.99,227.5,MEDIUM,2.3,2.6,-8.7,32.0,UNDER,⚠️ B2B,-0.3,-2.5,-8.0,-1.0,0.0,-2.0,1.1
12-06-2025,Malik Monk,SAC,MIA,AWAY,SAC @ MIA,points,14.5,-130,fanduel,13.8,17.6,15.0,7.28,0.0,25.0,19,12,7,0,63.2,False,2,26.8,24.6,1.088,1.001,12,1.002,1.04,1.021,241.5,MEDIUM,15.7,14.5,8.5,62.0,OVER,📈 HIGH TOTAL | ⏰ MINS UP,0.1,-2.5,0.0,2.1,2.2,-2.0,8.8
12-06-2025,Jaylon Tyson,CLE,GSW,HOME,GSW @ CLE,assists,1.5,-135,betmgm,1.8,2.0,2.0,1.12,0.0,4.0,19,10,9,0,52.6,True,2,30.4,27.4,1.109,0.965,21,1.003,0.998,1.001,229.5,MEDIUM,1.4,1.4,-8.4,52.0,UNDER,⚠️ B2B | ⏰ MINS UP,-3.5,2.5,-8.0,0.1,0.0,-2.0,10.0
12-06-2025,Precious Achiuwa,SAC,MIA,AWAY,SAC @ MIA,rebounds,5.5,100,fanduel,5.1,6.0,5.0,2.47,1.0,10.0,15,5,10,0,33.3,False,2,24.2,20.9,1.16,1.089,3,1.002,1.04,1.021,241.5,MEDIUM,6.0,5.1,8.4,59.0,OVER,💥 SMASH SPOT | ⏰ MINS UP,8.9,-2.5,0.0,2.1,0.0,-2.0,10.0
12-06-2025,Jonathan Kuminga,GSW,CLE,AWAY,GSW @ CLE,assists,2.5,-178,fanduel,2.6,1.8,2.5,1.45,0.0,6.0,16,8,8,0,50.0,False,2,18.2,26.0,0.7,1.013,11,0.998,1.003,1.001,229.5,MEDIUM,2.7,3.1,8.1,53.0,OVER,⏰ MINS DOWN,1.3,-2.5,0.0,0.1,0.0,-2.0,-10.0
12-06-2025,C.J. McCollum,WAS,ATL,HOME,ATL @ WAS,assists,4.5,130,fanduel,3.4,3.6,3.0,1.43,1.0,7.0,21,4,17,0,19.0,False,2,31.6,29.8,1.062,1.009,12,1.015,1.007,1.011,237.5,MEDIUM,4.1,3.8,-8.1,74.0,UNDER,⏰ MINS UP,0.9,2.5,0.0,1.1,0.0,-2.0,6.2
12-06-2025,Kawhi Leonard,LAC,MIN,AWAY,LAC @ MIN,pra,31.5,-113,fanduel,34.5,39.2,36.0,9.05,16.0,45.0,13,9,4,0,69.2,True,2,31.6,31.8,0.995,0.987,17,0.976,1.005,0.99,227.5,MEDIUM,29.0,33.8,-8.0,52.0,UNDER,⚠️ B2B,-1.3,-2.5,-8.0,-1.0,0.3,-2.0,-0.5
12-06-2025,Jonathan Kuminga,GSW,CLE,AWAY,GSW @ CLE,rebounds,5.5,-104,fanduel,6.2,4.2,6.5,2.44,1.0,10.0,16,9,7,0,56.2,False,2,18.2,26.0,0.7,1.0,14,0.998,1.003,1.001,229.5,MEDIUM,5.9,6.9,7.9,62.0,OVER,⏰ MINS DOWN,-0.0,-2.5,0.0,0.1,0.0,-2.0,-10.0
12-06-2025,Caris LeVert,DET,MIL,HOME,MIL @ DET,assists,2.5,-102,betonlineag,2.9,2.2,3.0,2.01,0.0,8.0,17,9,8,0,52.9,True,2,22.4,20.2,1.107,1.021,9,1.002,0.991,0.996,224.5,HIGH,2.3,2.3,-7.8,44.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS UP,2.1,2.5,-8.0,-0.4,0.0,-5.0,10.0
12-06-2025,Mouhamed Gueye,ATL,WAS,AWAY,ATL @ WAS,pra,12.5,-105,betmgm,10.8,9.6,8.5,8.48,0.0,35.0,24,8,16,0,33.3,True,2,20.6,17.5,1.177,1.102,1,1.007,1.015,1.011,237.5,MEDIUM,13.5,12.3,7.8,44.0,OVER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,10.2,-2.5,-8.0,1.1,1.7,-2.0,10.0
12-06-2025,Jalen Johnson,ATL,WAS,AWAY,ATL @ WAS,points,24.5,-111,fanduel,23.1,25.4,23.0,7.08,7.0,41.0,21,9,12,0,42.9,True,2,38.0,35.0,1.084,1.082,1,1.007,1.015,1.011,237.5,MEDIUM,22.6,21.3,-7.8,61.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,8.2,-2.5,-8.0,1.1,1.7,-2.0,8.4
12-06-2025,Will Richard,GSW,CLE,AWAY,GSW @ CLE,assists,1.5,-125,betmgm,1.2,1.0,1.0,0.93,0.0,3.0,21,7,14,0,33.3,False,2,23.0,18.8,1.226,1.013,11,0.998,1.003,1.001,229.5,MEDIUM,1.4,1.3,-7.7,54.0,UNDER,⏰ MINS UP,1.3,-2.5,0.0,0.1,0.0,-2.0,10.0
12-06-2025,Drew Eubanks,SAC,MIA,AWAY,SAC @ MIA,points,3.5,-136,fanduel,5.7,2.8,4.5,5.21,0.0,19.0,22,14,8,0,63.6,False,2,13.0,15.5,0.839,1.001,12,1.002,1.04,1.021,241.5,MEDIUM,3.8,4.2,7.7,50.0,OVER,📈 HIGH TOTAL | ⏰ MINS DOWN,0.1,-2.5,0.0,2.1,2.2,-2.0,-10.0
12-06-2025,Jalen Johnson,ATL,WAS,AWAY,ATL @ WAS,rebounds,10.5,-122,fanduel,10.4,12.8,10.0,3.58,6.0,18.0,21,9,12,0,42.9,True,2,38.0,35.0,1.084,1.131,1,1.007,1.015,1.011,237.5,MEDIUM,9.7,8.9,-7.6,69.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,13.1,-2.5,-8.0,1.1,0.0,-2.0,8.4
12-06-2025,Isaiah Stewart II,WAS,ATL,HOME,ATL @ WAS,pra,16.5,-114,betonlineag,14.8,19.0,14.0,7.17,3.0,31.0,17,5,12,0,29.4,False,2,25.8,17.8,1.448,1.019,10,1.015,1.007,1.011,237.5,MEDIUM,15.3,13.2,-7.4,72.0,UNDER,📈 HIGH TOTAL | ⏰ MINS UP,1.9,2.5,0.0,1.1,1.7,-2.0,10.0
12-06-2025,Donovan Mitchell,CLE,GSW,HOME,GSW @ CLE,points,28.5,100,fanduel,30.6,32.8,31.0,8.38,15.0,46.0,22,14,8,0,63.6,True,2,34.8,34.2,1.018,0.958,27,1.003,0.998,1.001,229.5,MEDIUM,26.4,29.1,-7.3,67.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B,-4.2,2.5,-8.0,0.1,0.6,-2.0,1.8
12-06-2025,Julius Randle,MIN,LAC,HOME,LAC @ MIN,assists,5.5,102,fanduel,5.9,6.2,6.0,2.66,2.0,12.0,22,12,10,0,54.5,False,2,34.2,33.7,1.015,1.021,9,1.005,0.976,0.99,227.5,MEDIUM,5.9,5.7,6.9,61.0,OVER,,2.1,2.5,0.0,-1.0,0.0,-2.0,1.5
12-06-2025,Rudy Gobert,MIN,LAC,HOME,LAC @ MIN,points,9.5,-115,fanduel,11.3,13.2,11.0,5.27,2.0,26.0,22,13,9,0,59.1,False,2,29.6,31.7,0.933,1.0,14,1.005,0.976,0.99,227.5,MEDIUM,8.8,9.5,-6.9,62.0,UNDER,⏰ MINS DOWN,-0.0,2.5,0.0,-1.0,0.3,-2.0,-6.7
12-06-2025,Zaccharie Risacher,ATL,WAS,AWAY,ATL @ WAS,points,11.5,-136,fanduel,11.3,10.0,11.0,5.35,2.0,21.0,21,10,11,0,47.6,True,2,26.6,25.0,1.064,1.082,1,1.007,1.015,1.011,237.5,MEDIUM,10.7,10.3,-6.8,61.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,8.2,-2.5,-8.0,1.1,1.7,-2.0,6.4
12-06-2025,Precious Achiuwa,SAC,MIA,AWAY,SAC @ MIA,points,7.5,-108,fanduel,7.5,9.4,7.0,4.56,1.0,15.0,15,7,8,0,46.7,False,2,24.2,20.9,1.16,1.001,12,1.002,1.04,1.021,241.5,MEDIUM,8.0,7.3,6.8,39.0,OVER,📈 HIGH TOTAL | ⏰ MINS UP,0.1,-2.5,0.0,2.1,2.2,-2.0,10.0
12-06-2025,Evan Mobley,CLE,GSW,HOME,GSW @ CLE,points,17.5,-125,fanduel,19.0,20.0,19.0,5.15,7.0,29.0,23,15,8,0,65.2,True,2,33.6,34.1,0.986,0.958,27,1.003,0.998,1.001,229.5,MEDIUM,16.3,18.6,-6.6,59.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B,-4.2,2.5,-8.0,0.1,0.6,-2.0,-1.4
