report_date,player,player_team,opponent,home_away,matchup,prop_type,line,over_odds,bookmaker,season_avg,recent_5_avg,median,std_dev,min,max,games_analyzed,times_over,times_under,times_push,over_rate_pct,is_back_to_back,days_rest,recent_mins_avg,season_mins_avg,minutes_factor,opp_defense_factor,opp_defense_rank,team_pace_factor,opp_pace_factor,combined_pace,vegas_game_total,blowout_risk,model_projection,base_projection,edge_pct,confidence_pct,recommended_pick,context_flags,adj_defense_pct,adj_location_pct,adj_b2b_pct,adj_pace_pct,adj_game_total_pct,adj_blowout_pct,adj_minutes_pct
12-06-2025,Donte DiVincenzo,MIN,LAC,HOME,LAC @ MIN,pra,22.5,-104,fanduel,21.6,23.4,22.0,6.42,11.0,39.0,22,9,13,0,40.9,False,2,32.8,31.5,1.043,1.002,14,1.005,0.976,0.99,227.5,MEDIUM,21.1,20.2,-6.3,62.0,UNDER,,0.2,2.5,0.0,-1.0,0.3,-2.0,4.3
12-06-2025,Terrence Shannon Jr.,MIN,LAC,HOME,LAC @ MIN,points,4.5,102,fanduel,5.2,8.2,3.0,5.33,0.0,18.0,13,5,8,0,38.5,False,2,12.6,14.2,0.89,1.0,14,1.005,0.976,0.99,227.5,MEDIUM,4.2,4.7,-6.2,44.0,UNDER,⏰ MINS DOWN,-0.0,2.5,0.0,-1.0,0.3,-2.0,-10.0
12-06-2025,John Collins,LAC,MIN,AWAY,LAC @ MIN,rebounds,5.5,-113,fanduel,5.0,5.6,4.0,1.94,2.0,9.0,23,10,13,0,43.5,True,2,30.2,27.0,1.12,0.997,15,0.976,1.005,0.99,227.5,MEDIUM,5.2,5.4,-6.2,58.0,UNDER,⚠️ B2B | ⏰ MINS UP,-0.3,-2.5,-8.0,-1.0,0.0,-2.0,10.0
12-06-2025,Darius Garland,CLE,GSW,HOME,GSW @ CLE,pra,25.5,-118,fanduel,22.9,24.0,23.5,8.39,12.0,32.0,8,4,4,0,50.0,False,2,29.8,27.8,1.074,0.971,27,1.003,0.998,1.001,229.5,MEDIUM,23.9,22.7,-6.1,51.0,UNDER,🛡️ TOUGH DEF | ⏰ MINS UP,-2.9,2.5,0.0,0.1,0.6,-2.0,7.4
12-06-2025,Malik Monk,SAC,MIA,AWAY,SAC @ MIA,pra,21.5,-113,fanduel,18.1,23.4,18.0,8.68,1.0,33.0,19,6,13,0,31.6,False,2,26.8,24.6,1.088,1.025,12,1.002,1.04,1.021,241.5,MEDIUM,20.2,18.2,-5.9,68.0,UNDER,📈 HIGH TOTAL | ⏰ MINS UP,2.5,-2.5,0.0,2.1,2.2,-2.0,8.8
12-06-2025,Julius Randle,MIN,LAC,HOME,LAC @ MIN,rebounds,6.5,-142,fanduel,7.5,7.4,7.0,2.15,4.0,11.0,22,13,9,0,59.1,False,2,34.2,33.7,1.015,0.988,18,1.005,0.976,0.99,227.5,MEDIUM,6.9,6.9,5.9,66.0,OVER,,-1.2,2.5,0.0,-1.0,0.0,-2.0,1.5
12-06-2025,Anthony Davis,DAL,HOU,HOME,HOU @ DAL,assists,2.5,-122,fanduel,3.3,3.8,4.0,1.87,0.0,6.0,9,7,2,0,77.8,True,2,23.8,29.1,0.818,0.949,25,1.001,0.985,0.993,220.5,MEDIUM,2.4,3.0,-5.9,62.0,UNDER,⚠️ B2B | ⏰ MINS DOWN,-5.1,2.5,-8.0,-0.7,0.0,-2.0,-10.0
12-06-2025,Max Christie,DAL,HOU,HOME,HOU @ DAL,pra,13.5,-128,fanduel,17.3,12.4,16.5,6.34,2.0,27.0,24,18,6,0,75.0,True,2,26.0,29.0,0.895,0.945,26,1.001,0.985,0.993,220.5,MEDIUM,12.7,16.4,-5.8,79.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B | ⏰ MINS DOWN,-5.5,2.5,-8.0,-0.7,-0.6,-2.0,-10.0
12-06-2025,D'Angelo Russell,DAL,HOU,HOME,HOU @ DAL,points,8.5,-102,fanduel,11.6,10.6,9.0,8.46,0.0,31.0,20,12,8,0,60.0,True,2,16.8,20.6,0.816,0.969,26,1.001,0.985,0.993,220.5,MEDIUM,9.0,11.3,5.8,52.0,OVER,🛡️ TOUGH DEF | ⚠️ B2B | ⏰ MINS DOWN,-3.1,2.5,-8.0,-0.7,-0.6,-2.0,-10.0
12-06-2025,Naz Reid,MIN,LAC,HOME,LAC @ MIN,points,13.5,-104,fanduel,13.5,14.8,14.0,6.53,5.0,28.0,22,11,11,0,50.0,False,2,29.4,25.5,1.151,1.0,14,1.005,0.976,0.99,227.5,MEDIUM,12.7,11.6,-5.7,53.0,UNDER,⏰ MINS UP,-0.0,2.5,0.0,-1.0,0.3,-2.0,10.0
12-06-2025,Bam Adebayo,MIA,ORL,AWAY,MIA @ ORL,pra,33.5,-115,fanduel,31.4,34.2,30.0,9.42,3.0,44.0,17,6,11,0,35.3,True,2,32.4,30.8,1.053,0.965,19,1.04,1.003,1.021,241.5,LOW,31.6,33.2,-5.7,64.0,UNDER,⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,-3.5,-2.5,-8.0,2.1,2.2,0.0,5.3
12-06-2025,Jeremiah Fears,NOP,BKN,AWAY,NOP @ BKN,rebounds,2.5,-106,fanduel,3.4,4.0,3.0,1.8,0.0,7.0,23,16,7,0,69.6,False,2,31.4,27.7,1.134,1.004,12,1.009,0.976,0.992,226.5,HIGH,2.6,2.6,5.6,62.0,OVER,💨 BLOWOUT RISK | ⏰ MINS UP,0.4,-2.5,0.0,-0.8,0.0,-5.0,10.0
12-06-2025,Isaiah Stewart II,WAS,ATL,HOME,ATL @ WAS,points,8.5,-120,fanduel,8.6,11.4,9.0,5.27,1.0,22.0,17,9,8,0,52.9,False,2,25.8,17.8,1.448,1.012,10,1.015,1.007,1.011,237.5,MEDIUM,9.0,7.8,5.5,58.0,OVER,📈 HIGH TOTAL | ⏰ MINS UP,1.2,2.5,0.0,1.1,1.7,-2.0,10.0
12-06-2025,Caris LeVert,DET,MIL,HOME,MIL @ DET,points,8.5,-128,fanduel,9.2,7.8,8.0,4.87,4.0,19.0,17,8,9,0,47.1,True,2,22.4,20.2,1.107,1.024,8,1.002,0.991,0.996,224.5,HIGH,8.0,8.0,-5.5,52.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS UP,2.4,2.5,-8.0,-0.4,-0.1,-5.0,10.0
12-06-2025,Kyshawn George,WAS,ATL,HOME,ATL @ WAS,assists,5.5,128,fanduel,4.6,4.4,5.0,2.11,1.0,9.0,19,6,13,0,31.6,False,2,31.0,31.2,0.995,1.009,12,1.015,1.007,1.011,237.5,MEDIUM,5.2,5.1,-5.4,58.0,UNDER,,0.9,2.5,0.0,1.1,0.0,-2.0,-0.5
12-06-2025,Zaccharie Risacher,ATL,WAS,AWAY,ATL @ WAS,assists,1.5,112,draftkings,1.5,1.0,1.0,1.66,0.0,5.0,21,7,14,0,33.3,True,2,26.6,25.0,1.064,1.113,2,1.007,1.015,1.011,237.5,MEDIUM,1.6,1.5,5.3,55.0,OVER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,11.3,-2.5,-8.0,1.1,0.0,-2.0,6.4
12-06-2025,Russell Westbrook,SAC,MIA,AWAY,SAC @ MIA,points,13.5,-120,fanduel,13.5,11.4,12.5,6.37,3.0,26.0,22,10,12,0,45.5,False,2,28.2,28.2,1.001,1.001,12,1.002,1.04,1.021,241.5,MEDIUM,12.8,12.8,-5.3,59.0,UNDER,📈 HIGH TOTAL,0.1,-2.5,0.0,2.1,2.2,-2.0,0.1
12-06-2025,Donte DiVincenzo,MIN,LAC,HOME,LAC @ MIN,points,14.5,-102,fanduel,14.0,14.8,14.0,4.96,3.0,25.0,22,10,12,0,45.5,False,2,32.8,31.5,1.043,1.0,14,1.005,0.976,0.99,227.5,MEDIUM,13.7,13.2,-5.3,54.0,UNDER,,-0.0,2.5,0.0,-1.0,0.3,-2.0,4.3
12-06-2025,Onyeka Okongwu,ATL,WAS,AWAY,ATL @ WAS,pra,30.5,-113,fanduel,26.1,26.0,25.0,6.27,14.0,45.0,23,2,21,0,8.7,True,2,35.8,30.6,1.17,1.102,1,1.007,1.015,1.011,237.5,MEDIUM,28.9,26.4,-5.2,76.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,10.2,-2.5,-8.0,1.1,1.7,-2.0,10.0
12-06-2025,Marvin Bagley III,WAS,ATL,HOME,ATL @ WAS,assists,1.5,-105,draftkings,1.2,1.2,1.0,1.03,0.0,3.0,17,5,12,0,29.4,False,2,25.8,17.8,1.448,1.009,12,1.015,1.007,1.011,237.5,MEDIUM,1.6,1.4,5.2,46.0,OVER,⏰ MINS UP,0.9,2.5,0.0,1.1,0.0,-2.0,10.0
12-06-2025,Isaiah Stewart II,WAS,ATL,HOME,ATL @ WAS,assists,1.5,120,betmgm,1.2,1.2,1.0,1.03,0.0,3.0,17,5,12,0,29.4,False,2,25.8,17.8,1.448,1.009,12,1.015,1.007,1.011,237.5,MEDIUM,1.6,1.4,5.2,46.0,OVER,⏰ MINS UP,0.9,2.5,0.0,1.1,0.0,-2.0,10.0
12-06-2025,Cade Cunningham,DET,MIL,HOME,MIL @ DET,assists,8.5,-122,fanduel,9.2,8.6,9.5,2.87,4.0,18.0,20,12,8,0,60.0,True,2,37.4,36.7,1.019,1.021,9,1.002,0.991,0.996,224.5,HIGH,8.1,8.7,-5.0,58.0,UNDER,⚠️ B2B | 💨 BLOWOUT RISK,2.1,2.5,-8.0,-0.4,0.0,-5.0,1.9
12-06-2025,Josh Okogie,HOU,DAL,AWAY,HOU @ DAL,points,7.5,106,fanduel,6.5,3.8,7.0,4.42,0.0,13.0,20,9,11,0,45.0,True,2,19.2,20.8,0.921,0.991,16,0.985,1.001,0.993,220.5,MEDIUM,7.1,9.0,-5.0,50.0,UNDER,⚠️ B2B | ⏰ MINS DOWN,-0.9,-2.5,-8.0,-0.7,-0.6,-2.0,-7.9
12-06-2025,Luke Kennard,ATL,WAS,AWAY,ATL @ WAS,points,7.5,100,fanduel,7.3,4.6,6.0,4.45,0.0,17.0,21,8,13,0,38.1,True,2,17.4,20.7,0.842,1.082,1,1.007,1.015,1.011,237.5,MEDIUM,7.1,8.1,-4.9,48.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS DOWN,8.2,-2.5,-8.0,1.1,1.7,-2.0,-10.0
12-06-2025,Brandon Williams,DAL,HOU,HOME,HOU @ DAL,points,7.5,-250,bovada,10.4,8.6,11.0,6.0,0.0,20.0,22,15,7,0,68.2,True,2,20.2,21.5,0.938,0.969,26,1.001,0.985,0.993,220.5,MEDIUM,7.1,8.6,-4.9,67.0,UNDER,🛡️ TOUGH DEF | ⚠️ B2B | ⏰ MINS DOWN,-3.1,2.5,-8.0,-0.7,-0.6,-2.0,-6.2
12-06-2025,Keegan Murray,SAC,MIA,AWAY,SAC @ MIA,pra,26.5,-104,fanduel,25.7,28.0,25.0,10.77,15.0,42.0,7,3,4,0,42.9,False,2,40.0,38.6,1.037,1.025,12,1.002,1.04,1.021,241.5,MEDIUM,27.8,26.2,4.8,51.0,OVER,📈 HIGH TOTAL,2.5,-2.5,0.0,2.1,2.2,-2.0,3.7
12-06-2025,Dyson Daniels,ATL,WAS,AWAY,ATL @ WAS,rebounds,6.5,118,fanduel,6.2,5.6,6.5,2.43,2.0,9.0,24,12,12,0,50.0,True,2,37.4,34.0,1.1,1.131,1,1.007,1.015,1.011,237.5,MEDIUM,6.2,5.6,-4.7,56.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,13.1,-2.5,-8.0,1.1,0.0,-2.0,10.0
12-06-2025,Nickeil Alexander-Walker,ATL,WAS,AWAY,ATL @ WAS,assists,3.5,-132,fanduel,3.4,2.6,3.0,1.5,1.0,7.0,22,10,12,0,45.5,True,2,35.8,32.9,1.089,1.113,2,1.007,1.015,1.011,237.5,MEDIUM,3.7,3.4,4.7,65.0,OVER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,11.3,-2.5,-8.0,1.1,0.0,-2.0,8.9
12-06-2025,Bogdan Bogdanovic,LAC,MIN,AWAY,LAC @ MIN,points,8.5,106,fanduel,9.2,11.6,11.0,6.16,0.0,21.0,9,6,3,0,66.7,False,2,27.8,25.6,1.088,0.989,17,0.976,1.005,0.99,227.5,MEDIUM,8.9,8.7,4.6,52.0,OVER,⏰ MINS UP,-1.1,-2.5,0.0,-1.0,0.3,-2.0,8.8
12-06-2025,Ausar Thompson,DET,MIL,HOME,MIL @ DET,pra,19.5,-120,fanduel,20.5,19.2,21.0,7.36,8.0,36.0,19,12,7,0,63.2,True,2,26.8,28.1,0.954,1.027,8,1.002,0.991,0.996,224.5,HIGH,20.4,23.3,4.4,61.0,OVER,⚠️ B2B | 💨 BLOWOUT RISK,2.7,2.5,-8.0,-0.4,-0.1,-5.0,-4.6
12-06-2025,Anthony Edwards,MIN,LAC,HOME,LAC @ MIN,pra,39.5,-113,fanduel,37.3,41.0,40.5,13.54,6.0,54.0,18,11,7,0,61.1,False,2,38.2,33.9,1.127,1.002,14,1.005,0.976,0.99,227.5,MEDIUM,37.8,34.4,-4.2,65.0,UNDER,⏰ MINS UP,0.2,2.5,0.0,-1.0,0.3,-2.0,10.0
12-06-2025,Jeremiah Fears,NOP,BKN,AWAY,NOP @ BKN,assists,3.5,-112,fanduel,3.0,3.8,3.0,1.94,0.0,8.0,23,7,16,0,30.4,False,2,31.4,27.7,1.134,1.061,6,1.009,0.976,0.992,226.5,HIGH,3.6,3.4,4.2,57.0,OVER,💨 BLOWOUT RISK | ⏰ MINS UP,6.1,-2.5,0.0,-0.8,0.0,-5.0,10.0
12-06-2025,Mouhamed Gueye,ATL,WAS,AWAY,ATL @ WAS,rebounds,4.5,-130,fanduel,3.9,3.4,3.0,2.83,0.0,11.0,24,9,15,0,37.5,True,2,20.6,17.5,1.177,1.131,1,1.007,1.015,1.011,237.5,MEDIUM,4.3,3.9,-4.2,60.0,UNDER,💥 SMASH SPOT | ⚠️ B2B | ⏰ MINS UP,13.1,-2.5,-8.0,1.1,0.0,-2.0,10.0
12-06-2025,Precious Achiuwa,SAC,MIA,AWAY,SAC @ MIA,pra,14.5,-102,betonlineag,13.5,16.2,12.0,6.95,2.0,27.0,15,6,9,0,40.0,False,2,24.2,20.9,1.16,1.025,12,1.002,1.04,1.021,241.5,MEDIUM,15.1,13.4,3.9,44.0,PASS,📈 HIGH TOTAL | ⏰ MINS UP,2.5,-2.5,0.0,2.1,2.2,-2.0,10.0
12-06-2025,Cooper Flagg,DAL,HOU,HOME,HOU @ DAL,assists,2.5,-170,fanduel,3.3,3.8,2.0,2.53,0.0,11.0,23,11,12,0,47.8,True,2,33.4,33.6,0.994,0.949,25,1.001,0.985,0.993,220.5,MEDIUM,2.6,3.0,3.9,46.0,PASS,⚠️ B2B,-5.1,2.5,-8.0,-0.7,0.0,-2.0,-0.6
12-06-2025,Reed Sheppard,HOU,DAL,AWAY,HOU @ DAL,points,11.5,-115,fanduel,13.1,12.8,12.0,6.85,5.0,31.0,20,11,9,0,55.0,True,2,28.0,25.2,1.113,0.991,16,0.985,1.001,0.993,220.5,MEDIUM,11.1,11.7,-3.8,55.0,PASS,⚠️ B2B | ⏰ MINS UP,-0.9,-2.5,-8.0,-0.7,-0.6,-2.0,10.0
12-06-2025,Donte DiVincenzo,MIN,LAC,HOME,LAC @ MIN,rebounds,3.5,-148,fanduel,4.0,4.2,4.0,1.89,0.0,9.0,22,14,8,0,63.6,False,2,32.8,31.5,1.043,0.988,18,1.005,0.976,0.99,227.5,MEDIUM,3.4,3.3,-3.3,62.0,PASS,,-1.2,2.5,0.0,-1.0,0.0,-2.0,4.3
12-06-2025,Jaden McDaniels,MIN,LAC,HOME,LAC @ MIN,rebounds,4.5,-104,fanduel,4.9,5.0,5.0,1.53,2.0,8.0,21,11,10,0,52.4,False,2,31.4,31.9,0.986,0.988,18,1.005,0.976,0.99,227.5,MEDIUM,4.4,4.5,-3.1,49.0,PASS,,-1.2,2.5,0.0,-1.0,0.0,-2.0,-1.4
12-06-2025,Danny Wolf,BKN,NOP,HOME,NOP @ BKN,points,8.5,-125,fanduel,8.0,12.4,6.5,8.05,0.0,22.0,8,3,5,0,37.5,False,2,23.0,15.4,1.496,1.068,2,0.976,1.009,0.992,226.5,HIGH,8.8,7.7,3.0,43.0,PASS,💥 SMASH SPOT | 💨 BLOWOUT RISK | ⏰ MINS UP,6.8,2.5,0.0,-0.8,0.2,-5.0,10.0
12-06-2025,Ron Holland,DET,MIL,HOME,MIL @ DET,pra,12.5,-106,betonlineag,13.0,12.8,13.0,6.38,1.0,26.0,23,13,10,0,56.5,True,2,17.2,21.1,0.814,1.027,8,1.002,0.991,0.996,224.5,HIGH,12.9,15.6,2.9,57.0,PASS,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,2.7,2.5,-8.0,-0.4,-0.1,-5.0,-10.0
12-06-2025,D'Angelo Russell,DAL,HOU,HOME,HOU @ DAL,pra,14.5,-115,betmgm,18.8,16.2,16.0,11.19,3.0,41.0,20,11,9,0,55.0,True,2,16.8,20.6,0.816,0.945,26,1.001,0.985,0.993,220.5,MEDIUM,14.9,19.2,2.7,47.0,PASS,🛡️ TOUGH DEF | ⚠️ B2B | ⏰ MINS DOWN,-5.5,2.5,-8.0,-0.7,-0.6,-2.0,-10.0
12-06-2025,Luke Kennard,ATL,WAS,AWAY,ATL @ WAS,pra,11.5,-117,draftkings,11.5,9.0,11.0,5.11,1.0,20.0,21,10,11,0,47.6,True,2,17.4,20.7,0.842,1.102,1,1.007,1.015,1.011,237.5,MEDIUM,11.2,12.5,-2.6,52.0,PASS,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS DOWN,10.2,-2.5,-8.0,1.1,1.7,-2.0,-10.0
12-06-2025,Darius Garland,CLE,GSW,HOME,GSW @ CLE,assists,6.5,-113,fanduel,6.5,7.4,7.5,2.83,2.0,10.0,8,5,3,0,62.5,False,2,29.8,27.8,1.074,0.965,21,1.003,0.998,1.001,229.5,MEDIUM,6.7,6.4,2.6,58.0,PASS,⏰ MINS UP,-3.5,2.5,0.0,0.1,0.0,-2.0,7.4
12-06-2025,Jaime Jaquez Jr,MIA,ORL,AWAY,MIA @ ORL,rebounds,5.5,-113,fanduel,6.0,4.2,5.5,3.15,1.0,13.0,22,11,11,0,50.0,True,2,25.2,29.1,0.865,0.974,22,1.04,1.003,1.021,241.5,LOW,5.4,6.7,-2.2,38.0,PASS,⚠️ B2B | ⏰ MINS DOWN,-2.6,-2.5,-8.0,2.1,0.0,0.0,-10.0
12-06-2025,Jalen Duren,DET,MIL,HOME,MIL @ DET,assists,1.5,-143,betonlineag,1.9,1.2,2.0,1.35,0.0,5.0,20,12,8,0,60.0,True,2,29.2,29.0,1.007,1.021,9,1.002,0.991,0.996,224.5,HIGH,1.5,1.6,-2.1,52.0,PASS,⚠️ B2B | 💨 BLOWOUT RISK,2.1,2.5,-8.0,-0.4,0.0,-5.0,0.7
12-06-2025,Simone Fontecchio,MIA,ORL,AWAY,MIA @ ORL,points,10.5,-113,fanduel,9.8,6.0,9.5,3.78,2.0,18.0,22,9,13,0,40.9,True,2,17.2,19.0,0.907,0.984,19,1.04,1.003,1.021,241.5,LOW,10.7,12.8,1.9,62.0,PASS,⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS DOWN,-1.6,-2.5,-8.0,2.1,2.2,0.0,-9.3
12-06-2025,Bam Adebayo,MIA,ORL,AWAY,MIA @ ORL,points,20.5,-120,fanduel,19.8,20.8,19.0,6.49,2.0,31.0,17,7,10,0,41.2,True,2,32.4,30.8,1.053,0.984,19,1.04,1.003,1.021,241.5,LOW,20.9,21.5,1.8,60.0,PASS,⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,-1.6,-2.5,-8.0,2.1,2.2,0.0,5.3
12-06-2025,Trey Murphy III,NOP,BKN,AWAY,NOP @ BKN,assists,3.5,-125,fanduel,3.5,5.2,4.0,2.14,0.0,8.0,21,11,10,0,52.4,False,2,36.0,35.7,1.009,1.061,6,1.009,0.976,0.992,226.5,HIGH,3.4,3.5,-1.6,53.0,PASS,💨 BLOWOUT RISK,6.1,-2.5,0.0,-0.8,0.0,-5.0,0.9
12-06-2025,Ron Holland,DET,MIL,HOME,MIL @ DET,assists,1.5,115,betmgm,1.6,0.8,1.0,1.12,0.0,4.0,23,10,13,0,43.5,True,2,17.2,21.1,0.814,1.021,9,1.002,0.991,0.996,224.5,HIGH,1.5,1.8,-1.6,32.0,PASS,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,2.1,2.5,-8.0,-0.4,0.0,-5.0,-10.0
12-06-2025,Ausar Thompson,DET,MIL,HOME,MIL @ DET,points,11.5,100,fanduel,11.7,10.2,11.0,4.51,6.0,21.0,19,9,10,0,47.4,True,2,26.8,28.1,0.954,1.024,8,1.002,0.991,0.996,224.5,HIGH,11.3,13.0,-1.5,54.0,PASS,⚠️ B2B | 💨 BLOWOUT RISK,2.4,2.5,-8.0,-0.4,-0.1,-5.0,-4.6
12-06-2025,DeMar DeRozan,SAC,MIA,AWAY,SAC @ MIA,points,18.5,100,fanduel,18.1,18.8,18.5,7.98,4.0,33.0,22,11,11,0,50.0,False,2,32.6,32.7,0.996,1.001,12,1.002,1.04,1.021,241.5,MEDIUM,18.8,18.9,1.5,40.0,PASS,📈 HIGH TOTAL,0.1,-2.5,0.0,2.1,2.2,-2.0,-0.4
12-06-2025,Duncan Robinson,DET,MIL,HOME,MIL @ DET,points,10.5,-125,fanduel,12.7,12.2,13.0,4.78,2.0,23.0,21,14,7,0,66.7,True,2,33.0,32.0,1.03,1.024,8,1.002,0.991,0.996,224.5,HIGH,10.6,11.3,1.2,62.0,PASS,⚠️ B2B | 💨 BLOWOUT RISK,2.4,2.5,-8.0,-0.4,-0.1,-5.0,3.0
12-06-2025,Anthony Edwards,MIN,LAC,HOME,LAC @ MIN,points,29.5,-120,fanduel,28.8,31.4,31.0,11.92,5.0,44.0,18,11,7,0,61.1,False,2,38.2,33.9,1.127,1.0,14,1.005,0.976,0.99,227.5,MEDIUM,29.9,27.2,1.2,59.0,PASS,⏰ MINS UP,-0.0,2.5,0.0,-1.0,0.3,-2.0,10.0
12-06-2025,Keegan Murray,SAC,MIA,AWAY,SAC @ MIA,points,17.5,-102,fanduel,16.4,17.0,19.0,7.39,5.0,26.0,7,4,3,0,57.1,False,2,40.0,38.6,1.037,1.001,12,1.002,1.04,1.021,241.5,MEDIUM,17.7,17.1,1.1,50.0,PASS,📈 HIGH TOTAL,0.1,-2.5,0.0,2.1,2.2,-2.0,3.7
12-06-2025,Dean Wade,CLE,GSW,HOME,GSW @ CLE,rebounds,3.5,-140,fanduel,3.8,3.2,3.0,2.25,0.0,8.0,22,9,13,0,40.9,True,2,22.0,22.4,0.984,1.002,13,1.003,0.998,1.001,229.5,MEDIUM,3.5,3.8,-1.0,46.0,PASS,⚠️ B2B,0.2,2.5,-8.0,0.1,0.0,-2.0,-1.6
12-06-2025,Anthony Edwards,MIN,LAC,HOME,LAC @ MIN,rebounds,4.5,-138,fanduel,4.6,4.8,4.5,2.12,1.0,8.0,18,9,9,0,50.0,False,2,38.2,33.9,1.127,0.988,18,1.005,0.976,0.99,227.5,MEDIUM,4.5,4.2,0.9,55.0,PASS,⏰ MINS UP,-1.2,2.5,0.0,-1.0,0.0,-2.0,10.0
12-06-2025,Naz Reid,MIN,LAC,HOME,LAC @ MIN,pra,21.5,-126,draftkings,21.6,24.2,22.0,8.07,10.0,36.0,22,12,10,0,54.5,False,2,29.4,25.5,1.151,1.002,14,1.005,0.976,0.99,227.5,MEDIUM,21.3,19.4,-0.7,60.0,PASS,⏰ MINS UP,0.2,2.5,0.0,-1.0,0.3,-2.0,10.0
12-06-2025,Duncan Robinson,DET,MIL,HOME,MIL @ DET,rebounds,2.5,-113,fanduel,3.0,3.8,3.0,1.99,0.0,7.0,21,12,9,0,57.1,True,2,33.0,32.0,1.03,1.04,8,1.002,0.991,0.996,224.5,HIGH,2.5,2.6,-0.6,49.0,PASS,⚠️ B2B | 💨 BLOWOUT RISK,4.0,2.5,-8.0,-0.4,0.0,-5.0,3.0
12-06-2025,James Harden,LAC,MIN,AWAY,LAC @ MIN,rebounds,4.5,-118,fanduel,5.5,4.6,5.5,3.13,0.0,14.0,22,14,8,0,63.6,True,2,34.0,35.3,0.964,0.997,15,0.976,1.005,0.99,227.5,MEDIUM,4.5,5.4,0.4,57.0,PASS,⚠️ B2B,-0.3,-2.5,-8.0,-1.0,0.0,-2.0,-3.6
12-06-2025,Ivica Zubac,LAC,MIN,AWAY,LAC @ MIN,points,14.5,-125,fanduel,16.0,13.6,14.0,6.32,7.0,33.0,23,11,12,0,47.8,True,2,35.2,32.6,1.079,0.989,17,0.976,1.005,0.99,227.5,MEDIUM,14.4,15.5,-0.4,42.0,PASS,⚠️ B2B | ⏰ MINS UP,-1.1,-2.5,-8.0,-1.0,0.3,-2.0,7.9
12-06-2025,Mouhamed Gueye,ATL,WAS,AWAY,ATL @ WAS,points,7.5,-111,fanduel,5.9,5.8,4.0,5.4,0.0,21.0,24,8,16,0,33.3,True,2,20.6,17.5,1.177,1.082,1,1.007,1.015,1.011,237.5,MEDIUM,7.5,7.0,0.4,59.0,PASS,💥 SMASH SPOT | ⚠️ B2B | 📈 HIGH TOTAL | ⏰ MINS UP,8.2,-2.5,-8.0,1.1,1.7,-2.0,10.0
12-06-2025,Gary Trent Jr,MIL,DET,AWAY,MIL @ DET,rebounds,1.5,-167,betonlineag,1.3,1.0,1.5,1.17,0.0,4.0,24,12,12,0,50.0,True,2,25.2,27.6,0.912,0.969,23,0.991,1.002,0.996,224.5,HIGH,1.5,2.0,0.1,41.0,PASS,⚠️ B2B | 💨 BLOWOUT RISK | ⏰ MINS DOWN,-3.1,-2.5,-8.0,-0.4,0.0,-5.0,-8.8
12-06-2025,De'Andre Hunter,CLE,GSW,HOME,GSW @ CLE,assists,2.5,178,betonlineag,2.5,1.4,2.0,1.64,0.0,6.0,20,7,13,0,35.0,True,2,27.6,28.6,0.967,0.965,21,1.003,0.998,1.001,229.5,MEDIUM,2.5,2.9,0.1,53.0,PASS,⚠️ B2B,-3.5,2.5,-8.0,0.1,0.0,-2.0,-3.3
